Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%
Ханты-Мансийский автономный округ — Югра,2022,70.18,0.1692256513027796,4003533.3,88.1,92.2,2849.66,103.1
Ханты-Мансийский автономный округ — Югра,2023,69.0,0.2527948539463907,4945.3,98.4,92.3,2884.0,98.5
Челябинская область,2000,741.0,1.1922355488093166,33012.3,89.3,81.6,873.0,117.17
Челябинская область,2001,774.0,1.1760014431928818,39216.5,110.8,81.7,872.0,101.96
Челябинская область,2002,749.0,1.2774262611454923,47775.7,103.7,81.8,838.0,102.2
Челябинская область,2003,721.0,0.9775156913362024,61444.7,110.1,81.9,812.0,108.97
Челябинская область,2004,666.0,0.602251735095726,81894.8,83.8,82.1,799.0,104.5
Челябинская область,2005,660.0,1.1569024440703033,99159.8,128.1,81.7,796.0,105.3
Челябинская область,2006,655.0,0.9454093592113092,127442.5,114.2,81.8,788.0,110.5
Челябинская область,2007,657.0,0.8233657382161916,164797.5,98.3,81.8,766.0,112.5
Челябинская область,2008,750.0,0.9837510931271328,190565.5,100.3,81.9,743.0,96.3
Челябинская область,2009,691.0,1.162195178221041,159901.0,100.5,81.9,684.0,80.1
Челябинская область,2010,845.0,1.3163746284648217,187673.7,87.5,82.0,868.0,111.0
Челябинская область,2011,836.0,1.243372232215609,222658.0,129.8,82.1,677.0,107.5
Челябинская область,2012,743.86,1.100457817911587,241735.4,81.5,82.2,638.13,101.7
Челябинская область,2013,712.77,0.9417796730419896,252946.0,109.6,82.4,602.76,99.9
Челябинская область,2014,678.92,1.242556448803834,284416.7,105.0,82.5,585.89,104.0
Челябинская область,2015,725.4,0.9771864655457504,345485.3,107.7,82.6,581.17,98.0
Челябинская область,2016,692.54,1.1888993783883597,380470.0,103.4,82.6,554.56,96.4
Челябинская область,2017,691.3,1.150689747159652,404819.8,102.6,82.7,567.59,104.6
Челябинская область,2018,647.02,2.0983514769424083,436365.4,97.7,82.7,777.98,101.1
Челябинская область,2019,230.05,1.2926711676374687,445545.7,96.1,82.7,738.61,101.0
Челябинская область,2020,325.25,2.1750672629624006,463603.9,88.4,82.7,991.33,99.2
Челябинская область,2021,283.63,2.362428542288844,601401.1,97.1,82.6,983.8,106.0
Челябинская область,2022,286.92,3.54029725812094,673544.8,116.9,82.6,876.59,98.5
Челябинская область,2023,244.0,2.216501654677487,761.2,92.3,82.5,915.0,110.8
Чувашская Республика — Чувашия,2000,132.0,0.3205500302238303,17276.5,102.2,60.3,160.0,103.2
Чувашская Республика — Чувашия,2001,130.0,0.4999847296002079,23253.6,103.6,60.5,157.0,107.2
Чувашская Республика — Чувашия,2002,123.0,0.4417798529340571,28261.3,98.2,60.7,154.0,98.4
Чувашская Республика — Чувашия,2003,126.0,0.7312850214144385,34540.2,99.2,60.9,157.0,107.8
Чувашская Республика — Чувашия,2004,134.0,0.2120445564996693,45955.1,98.1,60.9,148.0,106.4
Чувашская Республика — Чувашия,2005,121.0,0.7621902362822013,54001.9,100.4,61.0,131.0,107.4
Чувашская Республика — Чувашия,2006,121.0,0.2835057742669472,73147.3,104.3,57.2,126.0,118.9
Чувашская Республика — Чувашия,2007,118.0,0.2844095702585512,97528.7,101.1,61.4,115.0,113.2
Чувашская Республика — Чувашия,2008,115.0,0.073543384185102,122980.3,105.0,57.8,119.0,102.7
Чувашская Республика — Чувашия,2009,91.0,0.3211125763439938,111300.3,104.5,58.3,107.0,74.0
Чувашская Республика — Чувашия,2010,86.0,0.6486824987983864,125843.0,73.3,58.9,122.0,111.9
Чувашская Республика — Чувашия,2011,10.0,1.3422346078119265,151271.1,136.9,59.4,112.0,111.7
Чувашская Республика — Чувашия,2012,10.53,2.241154323433313,175241.5,99.5,59.8,108.31,110.3
Чувашская Республика — Чувашия,2013,9.95,0.6160950248691563,180269.2,88.6,60.1,103.78,100.5
Чувашская Республика — Чувашия,2014,8.98,1.357786910100435,192495.0,100.5,60.7,101.4,104.7
Чувашская Республика — Чувашия,2015,37.49,1.126275698647471,204254.0,105.7,61.2,96.78,95.0
Чувашская Республика — Чувашия,2016,36.99,0.3350319030728334,231831.3,100.1,61.9,97.7,106.6
Чувашская Республика — Чувашия,2017,33.11,0.3243229879482964,242201.7,100.2,62.4,92.11,103.7
Чувашская Республика — Чувашия,2018,83.99,0.3779698183548947,260155.2,100.6,62.9,94.1,103.3
Чувашская Республика — Чувашия,2019,72.7,0.2267613458289247,280743.4,105.7,63.3,90.03,104.7
Чувашская Республика — Чувашия,2020,58.14,0.799797079235617,288278.8,104.3,63.5,86.35,97.7
Чувашская Республика — Чувашия,2021,58.65,0.4850671156463639,336235.7,89.9,64.0,89.31,98.9
Чувашская Республика — Чувашия,2022,55.85,0.2347485027611805,425530.9,117.8,64.3,87.98,102.3
Чувашская Республика — Чувашия,2023,58.0,0.052317855133576,513.9,100.5,64.5,90.0,130.7
Чукотский автономный округ,2000,5.0,0.0,65963.0,41.4,66.4,27.0,100.0
Чукотский автономный округ,2001,5.0,0.0,123130.9,129.6,66.4,27.0,86.0
Чукотский автономный округ,2002,6.0,0.0,187368.1,92.7,66.4,27.0,273.7
Чукотский автономный округ,2003,4.44,0.0,256992.1,99.8,65.4,24.0,84.1
Чукотский автономный округ,2004,4.85,0.0,238227.2,115.2,65.1,22.0,106.2
Чукотский автономный округ,2005,4.3,0.0,237134.5,104.3,64.9,21.0,120.4
Чукотский автономный округ,2006,4.61,0.0,295107.1,158.2,65.0,26.0,90.9
Чукотский автономный округ,2007,4.6,0.0,396907.1,122.4,65.0,25.0,97.7
Чукотский автономный округ,2008,6.0,0.0,582270.4,106.9,64.7,27.0,177.4
Чукотский автономный округ,2009,6.0,0.0,872422.0,141.0,64.6,26.0,116.3
Чукотский автономный округ,2010,5.0,0.0,767845.6,101.3,64.9,25.0,86.2
Чукотский автономный округ,2011,5.0,1.0506725114840831,885553.4,146.5,65.8,24.0,87.1
Чукотский автономный округ,2012,5.37,0.5977680846914246,902872.7,66.2,66.2,22.71,93.5
Чукотский автономный округ,2013,4.9,1.4325800764163903,886695.4,61.1,66.7,25.88,116.6
Чукотский автономный округ,2014,4.86,0.7794688084943542,1158757.2,160.3,67.2,26.54,138.5
Чукотский автономный округ,2015,4.07,0.1848529938204112,1248443.5,78.0,67.8,25.14,101.9
Чукотский автономный округ,2016,3.16,0.746620740681214,1475863.4,137.6,68.3,23.52,93.4
Чукотский автономный округ,2017,3.05,2.259847846551161,1508337.9,103.4,68.4,24.07,90.2
Чукотский автономный округ,2018,3.02,0.6519108730727644,1736306.1,94.7,68.5,26.36,100.4
Чукотский автономный округ,2019,2.95,0.6857708300436866,1965793.7,116.2,69.0,26.91,105.8
Чукотский автономный округ,2020,2.89,0.5921021697482438,2495513.7,85.8,68.3,22.92,101.0
Чукотский автономный округ,2021,2.91,0.0642379324455477,2932794.0,98.4,68.8,24.46,103.6
Чукотский автономный округ,2022,2.89,0.0070829915323155,2946171.5,106.0,69.1,78.17,86.8
Чукотский автономный округ,2023,3.0,0.4284813726571881,3895.1,91.5,69.4,100.0,110.0
Ямало-Ненецкий автономный округ,2000,28.0,0.930433011559272,25320.1,105.0,83.3,160.0,100.2
Ямало-Ненецкий автономный округ,2001,33.0,0.5246503421571335,32037.2,101.2,83.3,157.0,105.3
Ямало-Ненецкий автономный округ,2002,33.0,0.4446220461700134,41322.8,87.8,83.4,166.0,107.6
Ямало-Ненецкий автономный округ,2003,32.0,0.8259510165222833,555559.1,107.9,83.3,171.0,107.8
Ямало-Ненецкий автономный округ,2004,33.0,0.2333519997840988,693795.0,88.4,84.7,157.0,103.1
Ямало-Ненецкий автономный округ,2005,31.0,0.3321914381404767,856078.1,86.8,84.8,166.0,98.0
Ямало-Ненецкий автономный округ,2006,59.0,0.3940969584845903,1051708.7,105.3,84.8,168.0,102.9
Ямало-Ненецкий автономный округ,2007,49.0,0.3941881715602344,1137450.8,101.5,84.7,135.0,95.7
Ямало-Ненецкий автономный округ,2008,48.0,0.4150099458296323,1374235.3,112.1,84.7,131.0,97.7
Ямало-Ненецкий автономный округ,2009,33.0,1.321270078812881,1240827.1,105.3,84.7,122.0,89.9
Ямало-Ненецкий автономный округ,2010,44.0,0.8090691240987611,1491259.7,105.3,84.8,235.0,104.7
Ямало-Ненецкий автономный округ,2011,39.0,0.5790562962576533,1826634.0,103.7,84.9,220.0,102.2
Ямало-Ненецкий автономный округ,2012,33.89,0.4725865858163866,2232962.1,103.2,85.0,222.84,99.5
Ямало-Ненецкий автономный округ,2013,24.69,0.283495537542987,2590586.8,94.8,85.1,225.36,106.2
Ямало-Ненецкий автономный округ,2014,22.42,0.5978218080250906,3104445.4,95.9,84.9,217.83,100.0
Ямало-Ненецкий автономный округ,2015,23.1,1.042617596266065,3450828.8,102.2,84.7,223.49,104.5
Ямало-Ненецкий автономный округ,2016,32.14,0.9451597956173317,3950647.2,99.1,84.7,213.01,106.0
Ямало-Ненецкий автономный округ,2017,31.06,2.1335412780645897,4798760.9,105.8,84.7,201.88,109.1
Ямало-Ненецкий автономный округ,2018,29.32,0.7513963352693694,5972394.9,96.2,84.7,177.88,117.0
Ямало-Ненецкий автономный округ,2019,29.02,0.9376361027110184,6189325.8,98.5,84.7,179.69,116.9
Ямало-Ненецкий автономный округ,2020,28.83,0.5529146310818469,5433087.8,106.2,84.6,174.56,100.1
Ямало-Ненецкий автономный округ,2021,28.6,4.531654694776407,8272866.4,119.5,84.7,180.81,108.7
Ямало-Ненецкий автономный округ,2022,28.94,1.765860512743718,10453480.0,96.5,84.7,180.57,98.3
Ямало-Ненецкий автономный округ,2023,25.0,1.9611606071143448,10462.2,80.7,85.2,189.0,97.1
Ярославская область,2000,306.0,2.788611032613121,29828.0,104.3,80.6,358.0,112.98
Ярославская область,2001,312.0,1.5491728482279523,44116.3,101.6,80.8,358.0,106.3
Ярославская область,2002,316.0,0.7733617125239334,54917.2,92.9,81.0,357.0,100.7
Ярославская область,2003,306.0,0.3494353418033873,67915.1,99.6,81.1,342.0,102.5
Ярославская область,2004,303.0,0.969112947766205,84008.1,92.1,81.3,333.0,107.5
Ярославская область,2005,287.0,1.6950524982076478,99335.1,101.1,81.5,334.0,105.5
Ярославская область,2006,284.0,0.276493215400828,117309.2,100.2,81.7,305.0,105.6
Ярославская область,2007,208.0,0.5820155163403947,143936.4,100.4,81.9,325.0,106.8
Ярославская область,2008,204.0,0.7496988782779699,166711.8,99.3,82.0,307.0,99.0
Ярославская область,2009,184.0,0.9346355444969168,165757.6,102.9,82.1,279.0,83.4
Ярославская область,2010,240.0,0.250804944000267,187875.5,92.9,82.2,278.0,106.2
Ярославская область,2011,218.0,0.2304761967818655,225946.2,111.4,82.1,240.0,111.3
Ярославская область,2012,229.0,0.1323727479500708,258012.8,106.7,82.0,224.77,104.1
Ярославская область,2013,211.45,0.2304535941782794,286429.5,97.6,81.9,224.26,98.5
Ярославская область,2014,192.96,0.3676551897140673,309496.2,107.5,81.8,210.13,104.6
Ярославская область,2015,201.38,0.4035689546716755,350815.3,100.6,81.7,190.07,105.6
Ярославская область,2016,179.24,0.3826026624021835,395781.0,104.3,81.7,197.86,105.3
Ярославская область,2017,177.8,0.341595404505886,425801.3,96.8,81.8,190.2,111.5
Ярославская область,2018,173.63,0.406453642556022,467688.6,105.7,81.5,193.53,104.7
Ярославская область,2019,169.01,0.7667871403928223,491362.8,106.0,81.4,194.64,104.9
Ярославская область,2020,159.32,0.7417682266486962,497907.8,98.7,81.2,180.32,99.7
Ярославская область,2021,148.32,0.6505615559022145,572665.4,100.0,81.1,181.02,111.2
Ярославская область,2022,146.39,0.7526354206089063,623525.1,101.2,81.0,186.76,103.8
Ярославская область,2023,143.0,1.1670310986538823,713.4,105.1,80.8,180.0,107.0
г. Москва,2000,2115.0,0.3923032111223657,115630.5,102.6,100.0,2655.0,120.61
г. Москва,2001,2145.0,0.4475671421360712,134435.8,103.6,100.0,2526.0,107.7
г. Москва,2002,2661.0,0.3317897203397363,171127.8,99.4,100.0,2777.0,115.29
г. Москва,2003,2015.0,0.3352192398290583,209174.1,99.9,100.0,2712.0,121.99
г. Москва,2004,2012.0,0.1730862079624784,268390.3,99.2,100.0,2685.0,107.7
г. Москва,2005,1959.0,0.1832007683582132,381997.1,100.3,100.0,2634.0,123.5
г. Москва,2006,1857.0,0.2144913054038216,477873.0,102.7,100.0,2518.0,119.6
г. Москва,2007,1726.0,0.1946769801664335,601146.9,102.3,100.0,2363.0,91.1
г. Москва,2008,1684.0,0.1950470088930894,734242.0,104.6,100.0,2239.0,88.1
г. Москва,2009,1595.0,0.1645356168349971,628930.3,102.7,100.0,1794.0,93.7
г. Москва,2010,909.0,0.1790769090586215,730774.2,94.3,100.0,1496.0,97.8
г. Москва,2011,908.0,0.1578973941389032,857290.0,111.4,100.0,1524.0,100.7
г. Москва,2012,928.63,0.1391696280553888,907114.4,111.3,100.0,1779.85,100.4
г. Москва,2013,945.77,0.2531221896179987,989278.4,84.6,100.0,1700.36,95.3
