,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС_тыс_руб,ВРП_млн_руб,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Cluster
1026,Республика Адыгея (Адыгея),2018,24.66,146337.0,119961.8,252776.7,98.2,49.9,191.93,105.3,2
1027,Республика Адыгея (Адыгея),2019,23.46,0.0,131125.8,272001.2,108.1,50.0,201.34,101.6,2
1028,Республика Адыгея (Адыгея),2020,23.53,0.0,142913.5,292264.5,106.5,49.6,186.58,105.9,2
1029,Республика Адыгея (Адыгея),2021,23.63,0.0,171386.1,346689.2,95.2,49.5,181.09,112.5,2
1030,Республика Адыгея (Адыгея),2022,24.09,0.0,197082.0,395639.8,98.8,49.0,171.5,112.8,2
1031,Республика Адыгея (Адыгея),2023,23.0,0.0,223012.9695,446662.0,101.6,48.7,148.0,107.2,2
1032,Республика Алтай,2000,0.55,16.6,2737.5,13505.1,98.8,26.1,11.0,98.6,2
1033,Республика Алтай,2001,0.55,0.0,4499.4,22164.4,98.8,26.5,8.0,110.7,2
1034,Республика Алтай,2002,0.42,0.0,5310.6,26160.6,109.1,26.4,8.0,101.4,2
1035,Республика Алтай,2003,0.67,0.0,6903.9,34042.3,105.4,26.3,8.0,96.7,2
1036,Республика Алтай,2004,0.36,0.0,8516.7,42067.6,98.0,26.0,9.0,117.2,2
1037,Республика Алтай,2005,0.5,0.0,8805.8,43592.3,94.9,26.2,8.0,100.6,2
1038,Республика Алтай,2006,0.37,0.0,11609.4,57555.4,106.5,26.7,8.0,107.4,2
1039,Республика Алтай,2007,0.42,0.0,15108.5,74633.6,115.6,26.9,8.0,106.5,2
1040,Республика Алтай,2008,0.46,0.0,18701.0,91713.1,101.4,27.1,9.0,104.2,2
1041,Республика Алтай,2009,0.26,0.0,19911.6,97112.1,106.0,27.5,8.0,89.6,2
1042,Республика Алтай,2010,0.3,4734.32,22393.7,108729.5,101.6,27.7,8.0,96.5,2
1043,Республика Алтай,2011,0.3,297540.0,26380.8,127452.9,110.0,28.9,8.0,108.1,2
1044,Республика Алтай,2012,0.31,243191.7,30444.6,146447.1,101.0,29.3,10.06,104.4,2
1045,Республика Алтай,2013,0.24,246150.08,33313.5,159790.5,100.6,29.6,7.7,96.5,2
1046,Республика Алтай,2014,0.35,328874.98,39191.9,187384.9,96.3,29.9,6.86,105.6,2
1047,Республика Алтай,2015,0.39,217665.86,42165.7,200875.3,98.0,30.1,8.87,125.2,2
1048,Республика Алтай,2016,0.38,653538.0,47434.9,225265.0,101.4,30.2,6.99,149.0,2
1049,Республика Алтай,2017,0.32,847814.0,48415.2,229400.6,94.7,30.2,6.32,109.9,2
1050,Республика Алтай,2018,0.31,376546.0,54069.4,256230.0,98.4,30.5,6.83,102.5,2
1051,Республика Алтай,2019,0.33,265133.0,57064.0,270282.7,98.2,30.8,6.98,101.3,2
1052,Республика Алтай,2020,0.38,226638.0,62850.8,297548.1,94.8,30.9,6.1,130.9,2
1053,Республика Алтай,2021,0.31,226694.0,74513.4,353184.5,94.8,31.0,6.35,101.1,2
1054,Республика Алтай,2022,0.29,368555.0,91614.7,434627.5,101.2,30.8,6.81,101.3,2
1055,Республика Алтай,2023,0.3,1095838.0,108336.5174,514010.8,95.4,30.6,7.0,109.4,2
1056,Республика Башкортостан,2000,457.0,2007086.4,145125.0,35245.9,98.4,64.1,880.0,108.0,1
1057,Республика Башкортостан,2001,447.0,3686735.6,166974.8,40609.7,114.1,64.1,863.0,106.5,1
1058,Республика Башкортостан,2002,426.0,3674822.1,187842.2,45756.0,108.4,64.1,842.0,100.4,1
1059,Республика Башкортостан,2003,408.0,3238644.3999999994,242920.5,59274.3,104.2,64.2,823.0,104.6,1
1060,Республика Башкортостан,2004,392.0,4759211.0,310845.1,76042.5,100.6,59.8,805.0,103.7,1
1061,Республика Башкортостан,2005,388.0,5980977.399999999,381646.5,93683.1,98.9,59.8,778.0,106.2,1
1062,Республика Башкортостан,2006,383.0,8862116.1,505205.8,124439.6,108.7,59.8,799.0,108.0,1
1063,Республика Башкортостан,2007,383.0,10007539.8,590054.1,145543.9,102.6,60.0,796.0,105.8,1
1064,Республика Башкортостан,2008,381.0,9487296.5,743133.4,183168.7,102.3,60.1,768.0,107.6,1
1065,Республика Башкортостан,2009,359.0,5328387.18,647911.7,159428.7,99.3,60.3,719.0,98.3,1
1066,Республика Башкортостан,2010,341.0,8804046.5,759203.3,186522.0,64.7,60.6,745.0,110.1,1
1067,Республика Башкортостан,2011,321.0,6943523.340000001,941023.6,231077.6,139.8,60.8,784.0,109.8,1
1068,Республика Башкортостан,2012,311.23,7425146.99,1149384.6,282038.4,85.5,60.9,794.77,105.7,1
1069,Республика Башкортостан,2013,305.1,17756662.290000003,1163219.0,284639.1,114.5,61.2,781.56,102.3,1
1070,Республика Башкортостан,2014,297.86,22224236.81,1260010.4,307280.3,99.7,61.4,765.94,103.9,1
1071,Республика Башкортостан,2015,277.11,26807308.92,1316598.3,320352.1,103.0,61.4,756.36,101.3,1
1072,Республика Башкортостан,2016,283.24,41201491.32000001,1421517.6,345331.5,100.7,61.5,783.63,102.9,1
1073,Республика Башкортостан,2017,259.98,25085742.69,1487892.2,361070.3,103.3,61.5,749.62,104.2,1
1074,Республика Башкортостан,2018,243.33,20278741.0,1739362.9,422133.4,99.4,61.6,752.9,101.1,1
1075,Республика Башкортостан,2019,236.02,14346571.0,1803321.7,438183.0,102.2,61.8,783.39,104.8,1
1076,Республика Башкортостан,2020,175.52,36460300.0,1694189.7,412767.7,103.6,61.8,673.85,99.1,1
1077,Республика Башкортостан,2021,174.48,19510561.0,2016023.7,492450.9,84.8,62.1,681.68,104.4,1
1078,Республика Башкортостан,2022,166.78,27881793.0,2242646.9,549048.0,129.2,62.3,739.55,103.6,1
1079,Республика Башкортостан,2023,170.0,22879800.0,2460269.3846,604343.3,88.8,62.6,740.0,108.5,1
1080,Республика Бурятия,2000,120.0,128455.9,21574.5,21555.1,102.1,59.8,485.0,118.8,1
1081,Республика Бурятия,2001,121.0,118918.0,30075.1,30314.6,100.3,59.7,527.0,109.7,1
1082,Республика Бурятия,2002,70.0,176827.1,37884.5,38524.0,97.8,59.6,650.0,111.8,1
1083,Республика Бурятия,2003,67.0,147885.8,52253.7,53479.2,96.6,58.7,395.0,108.4,1
1084,Республика Бурятия,2004,66.0,112887.0,63918.5,65707.2,100.9,57.4,394.0,102.1,1
1085,Республика Бурятия,2005,61.0,230965.4,74912.9,77313.2,99.4,56.4,414.0,107.9,1
1086,Республика Бурятия,2006,52.0,567380.0,91712.4,94965.1,100.7,56.0,364.0,108.4,1
1087,Республика Бурятия,2007,50.0,226933.0,107442.0,111354.0,101.3,56.1,485.0,108.6,1
1088,Республика Бурятия,2008,46.0,539909.0,124738.5,129145.4,101.5,56.0,569.0,107.6,1
1089,Республика Бурятия,2009,45.0,668357.0,121187.7,125172.5,97.6,57.8,416.0,99.3,1
1090,Республика Бурятия,2010,41.0,1915282.0,133525.6,137564.9,100.1,58.5,499.0,120.2,1
1091,Республика Бурятия,2011,8.0,905520.9,153624.1,158143.4,101.6,58.8,460.0,114.2,1
1092,Республика Бурятия,2012,34.56,317124.48,164737.8,169608.1,101.9,59.0,507.56,103.2,1
1093,Республика Бурятия,2013,32.47,527117.7,176888.9,181975.1,101.9,59.2,517.8,114.9,1
1094,Республика Бурятия,2014,37.89,1752556.37,186492.9,191295.1,101.5,59.3,520.31,102.9,1
1095,Республика Бурятия,2015,39.23,846556.3999999999,202823.4,207268.7,87.7,59.3,534.42,101.6,1
1096,Республика Бурятия,2016,38.06,1645575.0,220764.6,225071.8,104.2,59.1,532.91,87.2,1
1097,Республика Бурятия,2017,34.53,721618.8,224594.1,228844.2,92.5,59.2,591.39,101.3,1
1098,Республика Бурятия,2018,34.64,1347824.0,258578.6,263744.5,105.6,59.2,501.7,102.4,1
1099,Республика Бурятия,2019,30.52,610121.0,285490.6,291073.7,98.9,59.3,430.71,111.6,1
1100,Республика Бурятия,2020,28.6,1441588.0,302800.4,308499.3,101.1,59.2,408.34,113.2,1
1101,Республика Бурятия,2021,29.72,1895980.0,356150.2,363621.5,102.6,59.2,469.28,101.8,1
1102,Республика Бурятия,2022,26.28,1860495.0,447008.5,457864.5,99.5,59.1,593.76,111.7,1
1103,Республика Бурятия,2023,26.0,27187069.0,503918.816,517755.8,103.1,59.1,543.0,97.1,1
1104,Республика Дагестан,2000,280.0,2793.4,20921.1,8489.7,107.6,42.4,3223.0,100.9,2
1105,Республика Дагестан,2001,220.0,78107.8,31544.0,12562.3,119.3,42.6,3427.0,102.9,2
1106,Республика Дагестан,2002,77.0,113990.2,41441.0,16195.5,107.0,42.8,3158.0,108.8,2
1107,Республика Дагестан,2003,80.0,26732.0,57626.7,22168.7,111.8,43.2,3186.0,94.7,2
1108,Республика Дагестан,2004,79.0,134824.0,80712.4,30629.6,108.9,43.4,3141.0,115.1,2
1109,Республика Дагестан,2005,78.0,132876.56,90442.6,33839.8,108.3,43.8,3322.0,136.3,2
1110,Республика Дагестан,2006,75.0,568437.2,124153.5,45741.7,104.1,44.2,3370.0,108.5,2
1111,Республика Дагестан,2007,75.0,103684.42,156928.8,56812.6,105.1,44.4,3234.0,133.1,2
1112,Республика Дагестан,2008,75.0,151633.32,216277.2,77033.8,104.0,44.6,3109.0,104.1,2
1113,Республика Дагестан,2009,76.0,549879.5,257832.7,90542.5,104.0,44.8,2912.0,103.2,2
1114,Республика Дагестан,2010,77.0,1097750.0,274354.2,94883.6,104.1,45.2,3030.0,91.2,2
1115,Республика Дагестан,2011,78.0,982391.02,330322.8,112953.7,106.0,45.1,2592.0,92.3,2
1116,Республика Дагестан,2012,79.38,1691799.8,374710.3,127273.4,102.3,45.1,2252.56,100.4,2
1117,Республика Дагестан,2013,77.33,225798.0,452882.2,152776.7,103.4,45.0,2211.57,154.0,2
1118,Республика Дагестан,2014,77.74,41407.49999999999,528131.3,176634.1,109.6,45.0,2863.87,100.7,2
1119,Республика Дагестан,2015,79.28,211632.2,569297.3,188590.2,104.8,45.1,2406.78,105.2,2
1120,Республика Дагестан,2016,76.92,62525.4,617587.6,202693.3,105.8,45.2,2449.33,135.2,2
1121,Республика Дагестан,2017,71.91,73289.0,639513.2999999999,208042.6,105.3,45.2,2558.51,103.2,2
1122,Республика Дагестан,2018,71.48,8925.0,676060.8,218099.5,101.1,45.3,2417.82,94.8,2
1123,Республика Дагестан,2019,73.25,0.0,713723.6,228250.0,100.7,45.3,2491.73,109.1,2
1124,Республика Дагестан,2020,74.77,71310.0,740798.8,234960.7,101.3,45.3,2500.59,109.4,2
1125,Республика Дагестан,2021,74.9,0.0,802523.3,252694.0,95.3,45.2,2372.75,110.5,2
1126,Республика Дагестан,2022,70.99,0.0,913292.1,285551.7,102.3,45.2,2380.51,109.4,2
1127,Республика Дагестан,2023,74.0,0.0,1034705.3782,321237.1,105.9,45.2,2265.0,123.8,2
1128,Республика Ингушетия,2000,1.42,0.0,2618.5,6667.9,100.6,42.6,68.0,121.5,1
1129,Республика Ингушетия,2001,0.94,0.0,3604.3,8000.7,122.9,42.6,137.0,134.8,1
1130,Республика Ингушетия,2002,1.13,0.0,3582.1,7751.7,101.5,42.4,99.0,43.2,1
1131,Республика Ингушетия,2003,1.44,0.0,4756.6,10332.4,112.0,42.6,80.0,85.9,1
1132,Республика Ингушетия,2004,1.37,0.0,6210.4,14024.9,102.3,42.4,86.0,91.8,1
1133,Республика Ингушетия,2005,1.6,0.0,7419.3,17435.1,90.4,42.5,65.0,103.5,1
1134,Республика Ингушетия,2006,1.86,0.0,9033.5,21922.4,103.2,42.6,90.0,105.1,1
1135,Республика Ингушетия,2007,1.89,0.0,16812.4,41340.7,97.1,42.6,89.0,76.1,1
1136,Республика Ингушетия,2008,1.26,0.0,19172.9,47002.3,114.9,42.8,100.0,83.7,1
1137,Республика Ингушетия,2009,3.14,0.0,18953.3,46174.4,102.7,42.7,105.0,112.1,1
1138,Республика Ингушетия,2010,2.7,0.0,19929.1,48239.2,101.5,38.4,119.0,97.4,1
1139,Республика Ингушетия,2011,4.3,0.0,26858.9,63662.5,114.1,40.6,125.0,111.4,1
1140,Республика Ингушетия,2012,4.15,0.0,37413.9,86074.8,79.3,42.6,123.58,110.0,1
1141,Республика Ингушетия,2013,4.06,0.0,45766.7,102879.9,108.5,44.3,107.69,116.1,1
1142,Республика Ингушетия,2014,3.83,776088.0,51908.2,114212.7,108.1,45.9,108.5,102.8,1
1143,Республика Ингушетия,2015,2.19,0.0,50091.0,108133.7,104.1,47.6,105.62,100.4,1
1144,Республика Ингушетия,2016,2.57,41538.0,58141.5,123604.4,112.8,49.2,106.4,101.8,1
1145,Республика Ингушетия,2017,2.72,252000.0,60855.8,127623.9,87.6,50.3,106.28,110.4,1
1146,Республика Ингушетия,2018,2.84,69900.0,67468.2,139363.8,111.5,51.5,105.49,111.0,1
1147,Республика Ингушетия,2019,2.73,751900.0,73791.6,149849.4,101.3,52.7,104.02,109.2,1
1148,Республика Ингушетия,2020,0.92,7363100.0,70857.40000000001,141618.3,98.0,53.8,103.98,97.9,1
1149,Республика Ингушетия,2021,0.87,210200.0,71831.70000000001,141496.0,125.5,54.8,108.38,104.6,1
1150,Республика Ингушетия,2022,0.83,113700.0,82227.3,159603.5,123.5,54.8,108.89,105.2,1
1151,Республика Ингушетия,2023,0.6,1219900.0,95319.6604,182203.7,100.8,55.0,126.0,117.8,1
1152,Республика Калмыкия,2000,28.0,51089.8,6212.6,20183.7,139.9,43.0,433.0,105.9,1
1153,Республика Калмыкия,2001,35.0,69246.0,6732.0,22261.8,126.7,43.7,389.0,111.2,1
1154,Республика Калмыкия,2002,37.0,96153.2,7272.3,24676.8,109.4,44.3,363.0,99.6,1
1155,Республика Калмыкия,2003,43.0,32977.4,6539.5,22394.9,90.0,44.3,402.0,108.8,1
1156,Республика Калмыкия,2004,37.0,63408.0,8518.5,29105.7,135.1,44.0,396.0,95.0,1
1157,Республика Калмыкия,2005,36.0,138124.0,9685.7,33017.9,105.8,43.9,371.0,99.6,1
1158,Республика Калмыкия,2006,41.0,116188.0,12844.1,43797.2,132.3,43.8,380.0,87.4,1
1159,Республика Калмыкия,2007,38.0,126456.0,17225.8,58925.2,104.3,43.9,399.0,93.9,1
1160,Республика Калмыкия,2008,39.0,249902.0,20789.7,71450.7,101.0,44.0,368.0,90.3,1
1161,Республика Калмыкия,2009,35.0,108672.0,23948.1,82586.8,93.4,44.1,408.0,102.7,1
1162,Республика Калмыкия,2010,29.0,10934.0,24404.1,84359.4,105.1,44.1,371.0,113.3,1
1163,Республика Калмыкия,2011,33.0,11660.0,29318.7,101929.5,112.7,44.5,358.0,75.4,1
1164,Республика Калмыкия,2012,20.45,828316.0,35897.8,125970.8,99.7,44.8,324.61,89.8,1
1165,Республика Калмыкия,2013,26.25,305048.0,41165.9,145760.6,101.6,45.0,289.57,108.3,1
1166,Республика Калмыкия,2014,14.25,458800.0,46680.6,166419.7,107.2,45.3,394.32,103.2,1
1167,Республика Калмыкия,2015,12.1,31367.6,51958.5,186387.4,101.3,45.4,397.35,99.7,1
1168,Республика Калмыкия,2016,14.91,149306.19999999998,69564.2,250822.7,102.2,45.5,280.76,104.3,1
1169,Республика Калмыкия,2017,14.9,13146.35,80126.9,290646.4,101.1,45.6,330.88,103.3,1
1170,Республика Калмыкия,2018,13.87,18808.0,86107.1,315286.0,92.0,45.8,290.64,98.5,1
1171,Республика Калмыкия,2019,18.24,49530.0,88986.9,328442.5,98.3,46.2,315.0,96.5,1
1172,Республика Калмыкия,2020,14.73,29670.0,94025.9,348863.1,89.7,46.5,286.0,100.3,1
1173,Республика Калмыкия,2021,6.29,70730.0,102377.2,382488.4,92.5,46.8,327.54,129.3,1
1174,Республика Калмыкия,2022,11.69,103615.0,118961.6,448137.3,96.7,47.0,323.12,118.6,1
1175,Республика Калмыкия,2023,11.0,0.0,166710.2155,627610.2,104.8,47.0,334.0,100.1,1
1176,Республика Карелия,2000,205.0,370468.4,28214.6,38539.2,102.3,74.5,199.0,115.8,0
1177,Республика Карелия,2001,201.0,207686.6,33721.2,46499.2,111.0,74.8,218.0,98.8,0
1178,Республика Карелия,2002,198.0,203730.4,41362.4,57575.7,95.6,75.1,214.0,95.5,0
1179,Республика Карелия,2003,194.0,463180.0,46588.9,65708.0,97.1,75.5,222.0,101.8,0
1180,Республика Карелия,2004,209.0,422086.0,53964.1,77509.7,85.4,75.9,225.0,110.5,0
1181,Республика Карелия,2005,205.0,392230.0,77124.8,112950.3,97.7,76.2,237.0,118.7,0
1182,Республика Карелия,2006,207.0,614292.0,84228.3,125613.2,100.5,76.6,236.0,101.8,0
1183,Республика Карелия,2007,204.0,820954.0,104603.3,157959.0,96.3,77.1,226.0,116.0,0
1184,Республика Карелия,2008,197.0,1990206.0,115208.2,175465.8,103.1,77.5,221.0,97.0,0
1185,Республика Карелия,2009,190.0,1297788.0,105924.1,162649.3,95.3,77.7,213.0,78.5,0
1186,Республика Карелия,2010,190.0,3294327.0,120511.3,186651.2,97.5,78.1,203.0,108.9,0
1187,Республика Карелия,2011,175.0,2563980.0,154953.7,242566.5,98.0,78.3,196.0,101.6,0
1188,Республика Карелия,2012,177.6,333953.0,160841.5,255152.1,91.9,78.6,188.34,102.0,0
1189,Республика Карелия,2013,216.74,246130.0,178636.2,287744.6,100.4,78.7,171.72,94.5,0
1190,Республика Карелия,2014,219.73,825975.6,191192.1,312541.8,96.6,79.0,174.55,101.7,0
1191,Республика Карелия,2015,205.65,428642.8000000001,212049.5,352300.9,97.2,79.0,167.91,99.7,0
1192,Республика Карелия,2016,221.23,624804.44,248140.4,419854.6,89.9,79.1,161.97,103.7,0
1193,Республика Карелия,2017,220.83,431382.2200000001,270802.5,467853.6,91.0,79.0,168.56,103.7,0
1194,Республика Карелия,2018,180.2,146492.0,300977.1,532104.8,102.9,79.0,181.44,103.9,0
1195,Республика Карелия,2019,222.1,97971.0,319050.0,574794.5,93.7,79.2,189.27,100.4,0
1196,Республика Карелия,2020,170.9,181714.0,322803.6,591114.7,101.5,79.2,185.72,105.5,0
1197,Республика Карелия,2021,120.61,288100.0,447564.1,833570.6,91.6,79.4,184.14,101.2,0
1198,Республика Карелия,2022,112.18,312690.0,391410.5,738326.4,104.7,79.7,187.38,93.1,0
1199,Республика Карелия,2023,137.0,1237461.0,434291.0885,825855.7,99.9,79.9,183.0,100.2,0
1200,Республика Коми,2000,146.0,2069114.0,59473.1,56619.5,107.6,75.3,663.0,105.3,0
1201,Республика Коми,2001,146.0,1262641.0,78276.5,75534.6,100.3,75.3,642.0,108.0,0
1202,Республика Коми,2002,145.0,410099.0,86019.4,84101.9,89.2,75.3,617.0,97.4,0
1203,Республика Коми,2003,141.0,517844.0,107149.0,106304.1,96.3,75.3,587.0,102.8,0
1204,Республика Коми,2004,136.0,856491.0,131588.0,132733.1,99.4,75.6,588.0,105.3,0
1205,Республика Коми,2005,133.0,1858180.0,171307.2,176075.2,97.6,75.8,568.0,104.1,0
1206,Республика Коми,2006,126.0,2139255.0,218490.7,229053.7,102.7,76.0,568.0,105.0,0
1207,Республика Коми,2007,121.0,596137.0,241150.5,256586.2,92.9,76.1,543.0,106.3,0
1208,Республика Коми,2008,116.0,1426890.0,291812.1,314251.6,106.5,76.3,542.0,102.9,0
1209,Республика Коми,2009,107.0,12101837.0,302629.2,329967.4,96.1,76.6,519.0,98.3,0
1210,Республика Коми,2010,117.0,4206808.0,353853.0,390740.4,102.7,77.0,506.0,100.8,0
1211,Республика Коми,2011,129.0,1030906.0,435959.3,489212.6,108.0,77.2,495.0,104.4,0
1212,Республика Коми,2012,119.58,5990182.0,479051.3,547407.1,101.0,77.2,485.9,102.1,0
1213,Республика Коми,2013,109.47,20692596.0,482329.9,561081.0,94.1,77.3,475.91,102.4,0
1214,Республика Коми,2014,110.64,26269696.0,484166.5,572919.1,98.7,77.4,481.0,100.5,0
1215,Республика Коми,2015,117.26,35775324.0,528403.4,635806.4,101.6,77.5,485.74,101.6,0
1216,Республика Коми,2016,110.11,26704787.3,578649.1,707578.4,104.4,77.6,491.1,96.0,0
1217,Республика Коми,2017,262.24,19298151.18,608574.5,757260.3,92.5,77.6,484.75,95.8,0
1218,Республика Коми,2018,266.85,31109899.0,696242.2,884160.8,103.3,77.6,473.58,102.0,0
1219,Республика Коми,2019,268.62,16926605.0,718138.7,931130.0,96.5,77.5,462.42,102.2,0
1220,Республика Коми,2020,171.09,16229629.0,613266.9,810217.9,115.2,77.5,474.52,91.2,0
1221,Республика Коми,2021,175.99,6967105.0,869995.8,1171877.3,97.7,77.5,446.33,101.7,0
1222,Республика Коми,2022,168.12,3531371.0,975700.7,1335846.2,97.5,77.7,442.31,104.6,0
1223,Республика Коми,2023,177.0,5959059.0,1049365.4801,1450357.4,94.6,77.9,449.0,100.3,0
1224,Республика Марий Эл,2000,70.0,24243.2,11207.6,15114.8,89.6,62.9,120.0,101.3,2
1225,Республика Марий Эл,2001,60.0,22076.4,15087.8,20502.6,105.8,63.0,110.0,103.1,2
1226,Республика Марий Эл,2002,64.0,52536.6,17815.3,24411.2,89.0,63.2,112.0,104.1,2
1227,Республика Марий Эл,2003,66.0,81907.0,22987.3,31719.0,98.4,63.2,112.0,113.5,2
1228,Республика Марий Эл,2004,66.0,64933.0,30085.6,41757.6,102.6,62.8,110.0,112.1,2
1229,Республика Марий Эл,2005,64.0,53545.8,33350.7,46589.5,98.2,62.7,104.0,114.4,2
1230,Республика Марий Эл,2006,60.0,24344.66,43663.7,61413.0,104.8,62.7,98.0,117.1,2
1231,Республика Марий Эл,2007,60.0,9922.26,55069.2,77919.2,102.6,62.8,96.0,111.3,2
1232,Республика Марий Эл,2008,59.0,52746.0,65765.3,93512.4,105.1,62.9,95.0,106.4,2
1233,Республика Марий Эл,2009,62.0,88597.16,69271.5,98888.9,102.2,63.0,92.0,94.6,2
1234,Республика Марий Эл,2010,60.0,28688.16,82374.4,118110.4,83.9,63.2,91.0,116.1,2
1235,Республика Марий Эл,2011,57.0,7740.0,97323.3,140192.9,119.8,63.8,87.0,107.3,2
1236,Республика Марий Эл,2012,51.1,18618.0,117201.1,169338.4,112.8,64.4,82.25,110.0,2
1237,Республика Марий Эл,2013,55.43,1865.94,125950.2,182359.0,108.5,64.9,80.34,100.3,2
1238,Республика Марий Эл,2014,49.75,7800.0,143396.1,207926.2,117.3,65.4,74.96,113.4,2
1239,Республика Марий Эл,2015,49.07,738.4,171689.5,249303.7,110.2,65.8,75.89,108.5,2
1240,Республика Марий Эл,2016,48.15,35783.399999999994,170890.5,248481.6,93.9,66.1,75.67,97.0,2
1241,Республика Марий Эл,2017,45.07,89679.4,178193.2,259602.0,96.8,66.5,74.55,106.5,2
1242,Республика Марий Эл,2018,48.08,2111659.0,192690.3,281426.3,111.4,67.0,70.65,96.7,2
1243,Республика Марий Эл,2019,49.59,1024183.0,203282.1,297332.6,109.6,67.5,68.73,108.8,2
1244,Республика Марий Эл,2020,51.36,2096192.0,197948.7,290412.2,103.7,67.9,73.68,95.4,2
1245,Республика Марий Эл,2021,29.35,55646.0,226451.5,333964.7,95.9,68.5,70.19,99.7,2
1246,Республика Марий Эл,2022,30.75,167072.0,261992.8,388519.7,105.8,68.8,76.26,95.6,2
1247,Республика Марий Эл,2023,30.0,649166.0,304473.131,453700.8,100.2,69.1,75.0,115.7,2
1248,Республика Мордовия,2000,60.0,59034.0,17553.4,19219.8,109.6,59.6,87.0,118.1,2
1249,Республика Мордовия,2001,58.0,142908.0,22089.5,24473.2,102.0,59.7,83.0,109.0,2
1250,Республика Мордовия,2002,56.0,113938.0,27508.0,30848.9,102.0,59.9,79.0,109.6,2
1251,Республика Мордовия,2003,56.0,170084.0,33244.0,37681.7,103.4,59.3,79.0,122.1,2
1252,Республика Мордовия,2004,54.0,163393.0,38334.9,43807.6,93.0,58.6,76.0,113.3,2
1253,Республика Мордовия,2005,53.0,570580.0,44267.0,50982.6,108.5,58.7,73.0,106.8,2
1254,Республика Мордовия,2006,51.0,487286.0,57974.2,67309.8,105.6,58.9,74.0,111.3,2
1255,Республика Мордовия,2007,50.0,466734.8000000001,77048.8,90138.7,101.6,59.2,73.0,114.7,2
1256,Республика Мордовия,2008,49.0,472964.0,94058.3,110877.3,105.7,59.6,72.0,114.8,2
1257,Республика Мордовия,2009,47.0,573622.0,90862.4,107903.3,106.9,60.1,70.0,101.8,2
1258,Республика Мордовия,2010,46.0,427896.0,105343.8,125975.5,71.8,60.6,70.0,107.2,2
1259,Республика Мордовия,2011,42.0,879473.0,119955.2,144564.9,146.0,60.8,66.0,103.2,2
1260,Республика Мордовия,2012,38.69,559125.0,134315.6,163137.2,98.3,61.0,63.2,112.7,2
1261,Республика Мордовия,2013,35.15,105926.0,148705.7,181863.4,100.4,61.3,59.91,99.4,2
1262,Республика Мордовия,2014,33.78,640641.0,173872.7,213647.2,107.4,61.6,57.77,110.8,2
1263,Республика Мордовия,2015,29.6,1797759.0,180352.3,221963.0,105.4,62.0,52.58,98.1,2
1264,Республика Мордовия,2016,29.92,1209540.6,223297.8,274535.0,108.0,62.5,54.21,101.0,2
1265,Республика Мордовия,2017,26.45,2726703.0,236090.8,290362.4,102.6,62.8,48.41,109.6,2
1266,Республика Мордовия,2018,27.05,1110593.0,245675.6,304213.2,100.6,63.0,50.19,107.2,2
1267,Республика Мордовия,2019,5.5,2140287.0,262760.6,327973.9,110.2,63.2,50.89,104.1,2
1268,Республика Мордовия,2020,5.21,4160049.0,266387.0,335559.5,106.5,63.2,47.98,106.3,2
1269,Республика Мордовия,2021,5.0,556059.0,304167.2,387433.7,98.4,63.4,46.73,111.1,2
1270,Республика Мордовия,2022,4.95,1746269.0,342626.3,441297.3,114.3,63.6,48.6,99.4,2
1271,Республика Мордовия,2023,5.0,1107427.0,396832.9915,516284.8,107.2,63.7,51.0,109.4,2
1272,Республика Саха (Якутия),2000,85.0,460543.8,81960.4,85375.5,98.4,64.2,128.0,105.42,1
1273,Республика Саха (Якутия),2001,87.0,289853.8,100922.4,105733.3,103.6,64.3,135.0,102.38,1
1274,Республика Саха (Якутия),2002,83.0,731485.2,115117.1,121163.1,98.6,64.4,134.0,102.44,1
1275,Республика Саха (Якутия),2003,87.0,3370527.6,132964.1,140065.1,99.9,64.5,135.0,102.51,1
1276,Республика Саха (Якутия),2004,79.0,1282498.0,153496.7,161309.0,100.6,63.9,131.0,112.5,1
1277,Республика Саха (Якутия),2005,79.0,2593335.1,183027.0,191896.0,103.6,63.6,120.0,93.4,1
1278,Республика Саха (Якутия),2006,79.0,2624036.3999999994,206845.0,216535.9,95.2,63.7,130.0,100.0,1
1279,Республика Саха (Якутия),2007,97.0,8047336.6,242656.5,253423.5,103.6,64.2,140.0,100.5,1
1280,Республика Саха (Якутия),2008,93.0,9486622.400000002,309518.3,322922.2,103.8,64.4,166.0,104.2,1
1281,Республика Саха (Якутия),2009,91.0,15727014.599999998,328201.7,342520.1,94.8,64.4,151.0,86.4,1
1282,Республика Саха (Якутия),2010,86.0,5640642.679999999,386825.1,403658.5,97.0,64.1,164.0,122.8,1
1283,Республика Саха (Якутия),2011,87.0,4021328.8,486830.9,508549.5,92.9,64.6,159.0,116.1,1
1284,Республика Саха (Якутия),2012,81.33,5928762.59,541306.8,566002.6,98.1,64.9,200.74,109.0,1
1285,Республика Саха (Якутия),2013,75.63,15394451.980000004,570284.7,596336.3,99.3,65.2,161.12,106.2,1
1286,Республика Саха (Якутия),2014,78.95,15299240.290000005,658140.4,687289.7,98.4,65.3,160.97,104.9,1
1287,Республика Саха (Якутия),2015,85.43,13600314.65,747601.7,778151.2,97.2,65.5,167.31,103.8,1
