,Регион,Год,V_сточ_вод_млн_м3,Коэф_смерт_насел,Числ_насел,Оборот_вод_млн_м3,Инвест_в_ООС_норм
1088,Республика Бурятия,2008,46.0,13.4,966.6,322.0,4.328326859790682
1089,Республика Бурятия,2009,45.0,12.9,969.7,303.0,5.515056395987382
1090,Республика Бурятия,2010,41.0,12.7,971.5,286.0,14.343931051423846
1091,Республика Бурятия,2011,8.0,12.7,971.3,302.0,5.894393522891265
1092,Республика Бурятия,2012,34.56,12.4,971.2,259.79,1.9250255861132053
1093,Республика Бурятия,2013,32.47,11.8,972.8,262.14,2.979936559049211
1094,Республика Бурятия,2014,37.89,11.5,976.9,272.72,9.397442851711782
1095,Республика Бурятия,2015,39.23,11.4,980.1,292.79,4.173859623692335
1096,Республика Бурятия,2016,38.06,11.3,981.6,279.92,7.453980393595712
1097,Республика Бурятия,2017,34.53,10.7,981.3,300.97,3.2129909022543335
1098,Республика Бурятия,2018,34.64,10.8,979.5,333.36,5.212434439663607
1099,Республика Бурятия,2019,30.52,11.1,982.1,303.21,2.13709663295394
1100,Республика Бурятия,2020,28.6,12.0,980.9,258.54,4.760852363471118
1101,Республика Бурятия,2021,29.72,13.8,978.0,292.38,5.323540461299755
1102,Республика Бурятия,2022,26.28,12.2,974.6,319.96,4.162102062936164
1103,Республика Бурятия,2023,26.0,11.8,971.9,312.0,53.95128937439921
1104,Республика Дагестан,2000,280.0,6.5,2486.0,28.0,0.1335207039782803
1105,Республика Дагестан,2001,220.0,6.1,2536.1,27.0,2.476153943697692
1106,Республика Дагестан,2002,77.0,6.2,2581.4,26.0,2.7506623874906495
1107,Республика Дагестан,2003,80.0,6.1,2617.5,24.0,0.46388219349711163
1108,Республика Дагестан,2004,79.0,6,2652.7,24.0,1.6704248665632544
1109,Республика Дагестан,2005,78.0,5.8,2692.6,22.0,1.4691811159785322
1110,Республика Дагестан,2006,75.0,5.9,2735.8,22.0,4.578503223831788
1111,Республика Дагестан,2007,75.0,5.6,2788.6,20.0,0.6607099525389859
1112,Республика Дагестан,2008,75.0,5.6,2826.5,20.0,0.7011063579517397
1113,Республика Дагестан,2009,76.0,5.9,2868.8,20.0,2.1326988392085253
1114,Республика Дагестан,2010,77.0,5.9,2914.2,22.0,4.001214488424088
1115,Республика Дагестан,2011,78.0,5.8,2934.6,19.0,2.9740333395091105
1116,Республика Дагестан,2012,79.38,5.7,2953.6,19.28,4.514954085863132
1117,Республика Дагестан,2013,77.33,5.5,2975.1,19.4,0.498579983934012
1118,Республика Дагестан,2014,77.74,5.5,3004.9,17.55,0.07840379844936285
1119,Республика Дагестан,2015,79.28,5.4,3032.5,17.83,0.3717428485959796
1120,Республика Дагестан,2016,76.92,5.2,3061.3,17.7,0.10124134616692435
1121,Республика Дагестан,2017,71.91,5.0,3086.6,17.62,0.11460121314130604
1122,Республика Дагестан,2018,71.48,4.8,3113.0,17.74,0.013201475370262556
1123,Республика Дагестан,2019,73.25,4.8,3140.9,12.63,0.0
1124,Республика Дагестан,2020,74.77,6.3,3164.8,11.23,0.0962609550663419
1125,Республика Дагестан,2021,74.9,6.2,3186.9,10.63,0.0
1126,Республика Дагестан,2022,70.99,5.1,3209.8,7.71,0.0
1127,Республика Дагестан,2023,74.0,4.5,3232.2,7.0,0.0
1128,Республика Ингушетия,2000,1.42,5.4,445.4,27.0,0.0
1129,Республика Ингушетия,2001,0.94,4.2,455.5,29.0,0.0
1130,Республика Ингушетия,2002,1.13,4.1,468.8,26.0,0.0
1131,Республика Ингушетия,2003,1.44,3.9,451.9,26.0,0.0
1132,Республика Ингушетия,2004,1.37,4,433.7,26.0,0.0
1133,Республика Ингушетия,2005,1.6,4.3,417.4,27.0,0.0
1134,Республика Ингушетия,2006,1.86,4.4,406.7,26.0,0.0
1135,Республика Ингушетия,2007,1.89,4,406.6,26.0,0.0
1136,Республика Ингушетия,2008,1.26,3.8,409.2,26.0,0.0
1137,Республика Ингушетия,2009,3.14,4.6,411.7,0.2,0.0
1138,Республика Ингушетия,2010,2.7,4.5,414.5,0.1,0.0
1139,Республика Ингушетия,2011,4.3,4,429.3,0.0,0.0
1140,Республика Ингушетия,2012,4.15,3.7,440.1,0.0,0.0
1141,Республика Ингушетия,2013,4.06,3.5,449.6,0.0,0.0
1142,Республика Ингушетия,2014,3.83,3.5,459.3,0.0,14.951163785297892
1143,Республика Ингушетия,2015,2.19,3.4,467.2000000000001,0.0,0.0
1144,Республика Ингушетия,2016,2.57,3.3,473.6,0.0,0.7144294522845128
1145,Республика Ингушетия,2017,2.72,3.3,480.1,0.0,4.140936443198512
1146,Республика Ингушетия,2018,2.84,3.2,488.2,0.0,1.0360436472293615
1147,Республика Ингушетия,2019,2.73,3.1,496.7,0.0,10.189506664715225
1148,Республика Ингушетия,2020,0.92,3.9,504.0,0.0,103.91434063344126
1149,Республика Ингушетия,2021,0.87,4.3,511.3,0.0,2.9262846347782387
1150,Республика Ингушетия,2022,0.83,3.4,519.1,0.0,1.3827524435315277
1151,Республика Ингушетия,2023,0.6,3.2,527.2,0.0,12.797984047369011
1152,Республика Калмыкия,2000,28.0,11.2,307.3,0.92,8.223577890094324
1153,Республика Калмыкия,2001,35.0,11.1,297.6,0.91,10.286096256684491
1154,Республика Калмыкия,2002,37.0,12.3,291.8,0.78,13.221841783204763
1155,Республика Калмыкия,2003,43.0,11.8,292.2,0.93,5.042801437418763
1156,Республика Калмыкия,2004,37.0,10.9,293.2,1.03,7.443564007747843
1157,Республика Калмыкия,2005,36.0,11.4,293.5,1.0,14.260611003851038
1158,Республика Калмыкия,2006,41.0,10.9,293.0,0.93,9.046021130324428
1159,Республика Калмыкия,2007,38.0,10.7,291.7,0.97,7.341081401154083
1160,Республика Калмыкия,2008,39.0,10.2,290.3,0.9,12.020471675877959
1161,Республика Калмыкия,2009,35.0,10.7,289.7,0.9,4.537813020657172
1162,Республика Калмыкия,2010,29.0,11,288.9,0.0,0.4480394687777874
1163,Республика Калмыкия,2011,33.0,10.2,286.4,0.0,0.3976983972686374
1164,Республика Калмыкия,2012,20.45,10.1,283.6,0.0,23.074283103699948
1165,Республика Калмыкия,2013,26.25,9.9,281.3,0.21,7.410210878421218
1166,Республика Калмыкия,2014,14.25,9.9,279.7,0.21,9.828494063915203
1167,Республика Калмыкия,2015,12.1,9.9,277.8,0.09,0.6037048798560389
1168,Республика Калмыкия,2016,14.91,9.8,276.9,0.09,2.146308014754716
1169,Республика Калмыкия,2017,14.9,9.9,274.5,0.09,0.16406912035783242
1170,Республика Калмыкия,2018,13.87,9.7,271.7,0.09,0.21842565827905014
1171,Республика Калмыкия,2019,18.24,9.5,270.2,0.19,0.556598780269905
1172,Республика Калмыкия,2020,14.73,11.2,268.9,0.17,0.31555135340368984
1173,Республика Калмыкия,2021,6.29,13.6,266.4,0.17,0.6908764842171891
1174,Республика Калмыкия,2022,11.69,10.4,264.5,0.17,0.8709953463974929
1175,Республика Калмыкия,2023,11.0,9.5,266.8,0.2,0.0
1176,Республика Карелия,2000,205.0,16.5,728.8,816.0,13.130379307167212
1177,Республика Карелия,2001,201.0,17.4,721.5,821.0,6.158932659573207
1178,Республика Карелия,2002,198.0,18.7,715.2,839.0,4.925497553333462
1179,Республика Карелия,2003,194.0,19.9,702.8,846.0,9.941853102348412
1180,Республика Карелия,2004,209.0,18.8,689.6,930.0,7.8216073278346165
1181,Республика Карелия,2005,205.0,18.5,676.0,995.0,5.085653382569549
1182,Республика Карелия,2006,207.0,17.5,665.0,1057.0,7.293178183579628
1183,Республика Карелия,2007,204.0,16.6,659.4,1056.0,7.8482610013259615
1184,Республика Карелия,2008,197.0,17,653.7,1056.0,17.274864115575106
1185,Республика Карелия,2009,190.0,16.3,648.7,1049.0,12.252055953272201
1186,Республика Карелия,2010,190.0,16.2,642.6,1106.0,27.336249795662315
1187,Республика Карелия,2011,175.0,14.8,635.1,1064.0,16.54674912570658
1188,Республика Карелия,2012,177.6,15.6,625.7,1018.38,2.0762862818364662
1189,Республика Карелия,2013,216.74,15,615.9,889.55,1.3778282341429116
1190,Республика Карелия,2014,219.73,15.1,607.6,978.45,4.320134566229462
1191,Республика Карелия,2015,205.65,16.0,596.2,963.47,2.0214280156284263
1192,Республика Карелия,2016,221.23,15.8,585.8,1079.11,2.517947258890531
1193,Республика Карелия,2017,220.83,15.8,571.8,1046.44,1.5929772435631138
1194,Республика Карелия,2018,180.2,16.2,559.4,1110.59,0.48672141501795324
1195,Республика Карелия,2019,222.1,15.8,550.7,1121.95,0.30707099200752236
1196,Республика Карелия,2020,170.9,18.6,541.5,1080.07,0.562924329220616
1197,Республика Карелия,2021,120.61,23.2,532.4,1104.79,0.6437066779931635
1198,Республика Карелия,2022,112.18,18.2,527.9,1078.26,0.7988799482895834
1199,Республика Карелия,2023,137.0,16.5,523.9,1075.0,2.8493814402367446
1200,Республика Коми,2000,146.0,12.9,1042.9,1260.0,34.790754139266326
1201,Республика Коми,2001,146.0,13.5,1029.7,1342.0,16.130524486914975
1202,Республика Коми,2002,145.0,14.9,1016.0,1387.0,4.767517559992281
1203,Республика Коми,2003,141.0,15.7,999.9,1367.0,4.832933578474834
1204,Республика Коми,2004,136.0,15.3,982.9,1373.0,6.508883788795331
1205,Республика Коми,2005,133.0,15.5,963.0,1336.0,10.847063053975548
1206,Республика Коми,2006,126.0,14.2,944.8,1386.0,9.79105746834991
1207,Республика Коми,2007,121.0,13.1,934.9,1441.0,2.4720537589596536
1208,Республика Коми,2008,116.0,13.2,922.3,1460.0,4.8897561136087235
1209,Республика Коми,2009,107.0,13.3,912.0,1430.0,39.98899313086774
1210,Республика Коми,2010,117.0,13.1,899.2,1382.0,11.888575199305926
1211,Республика Коми,2011,129.0,12.4,883.1,1462.0,2.3646840427535323
1212,Республика Коми,2012,119.58,12.4,867.2,1368.76,12.504259982177274
1213,Республика Коми,2013,109.47,12.2,852.1,1454.54,42.90133371370923
1214,Республика Коми,2014,110.64,12.6,838.1,1497.2,54.257566353723355
1215,Республика Коми,2015,117.26,12.8,824.1,1468.19,67.70456813866072
1216,Республика Коми,2016,110.11,12.9,811.5,1430.57,46.15022696829564
1217,Республика Коми,2017,262.24,12.4,795.8,844.55,31.710417015500976
1218,Республика Коми,2018,266.85,12.6,779.1,825.17,44.68258172227998
1219,Республика Коми,2019,268.62,12.8,763.4,1412.36,23.57010560773288
1220,Республика Коми,2020,171.09,14.6,750.4,1326.93,26.464218107972236
1221,Республика Коми,2021,175.99,17.6,734.4,1305.41,8.008205326968245
1222,Республика Коми,2022,168.12,14.3,726.5,1337.19,3.619317891234474
1223,Республика Коми,2023,177.0,13.4,720.6,1406.0,5.678725858625998
1224,Республика Марий Эл,2000,70.0,14.9,739.1,149.0,2.1631036082658195
1225,Республика Марий Эл,2001,60.0,15.5,732.8,148.0,1.4631954294197962
1226,Республика Марий Эл,2002,64.0,16.6,726.7,147.0,2.948959602139734
1227,Республика Марий Эл,2003,66.0,16.4,722.7,143.0,3.5631413867657358
1228,Республика Марий Эл,2004,66.0,16.8,718.3,156.0,2.1582750551758982
1229,Республика Марий Эл,2005,64.0,17.1,713.4,167.0,1.6055375149547089
1230,Республика Марий Эл,2006,60.0,15.9,708.6,192.0,0.5575491770051554
1231,Республика Марий Эл,2007,60.0,15.2,704.9,207.0,0.18017803055065265
1232,Республика Марий Эл,2008,59.0,15.2,701.6,214.0,0.802033899335972
1233,Республика Марий Эл,2009,62.0,14.9,699.4,182.0,1.2789842864670176
1234,Республика Марий Эл,2010,60.0,15.2,695.5,185.0,0.3482654805376428
1235,Республика Марий Эл,2011,57.0,14.2,693.0,200.0,0.07952874594264682
1236,Республика Марий Эл,2012,51.1,13.7,691.3,196.03,0.15885516432866242
1237,Республика Марий Эл,2013,55.43,13.7,690.0,193.85,0.01481490303310356
1238,Республика Марий Эл,2014,49.75,13.6,689.2,200.01,0.054394784795402384
1239,Республика Марий Эл,2015,49.07,13.7,688.1,195.21,0.0043007871768512345
1240,Республика Марий Эл,2016,48.15,13.2,687.4,213.18,0.20939373458442678
1241,Республика Марий Эл,2017,45.07,12.4,685.4,228.89,0.503270607408139
1242,Республика Марий Эл,2018,48.08,12.6,683.9,225.13,10.958823562992015
1243,Республика Марий Эл,2019,49.59,12.0,683.5,220.66,5.038235043813499
1244,Республика Марий Эл,2020,51.36,14.4,679.8,218.52,10.589571944650306
1245,Республика Марий Эл,2021,29.35,16.6,676.4,232.65,0.24573032194531721
1246,Республика Марий Эл,2022,30.75,12.8,672.3,214.09,0.6376969138083184
1247,Республика Марий Эл,2023,30.0,12.5,669.8,204.0,2.13209639866379
1248,Республика Мордовия,2000,60.0,16.2,908.2,306.0,3.3631091412489886
1249,Республика Мордовия,2001,58.0,15.7,897.1,276.0,6.469499083274859
1250,Республика Мордовия,2002,56.0,16.7,886.1,277.0,4.141995055983714
1251,Республика Мордовия,2003,56.0,17.2,878.3,278.0,5.1162315004211285
1252,Республика Мордовия,2004,54.0,16.9,871.8,272.0,4.262251890574907
1253,Республика Мордовия,2005,53.0,17.1,864.7,266.0,12.889511374161339
1254,Республика Мордовия,2006,51.0,16.2,857.9,270.0,8.405221633071264
1255,Республика Мордовия,2007,50.0,15.6,851.7,273.0,6.057651773940671
1256,Республика Мордовия,2008,49.0,15.5,845.0,272.0,5.0284132288165955
1257,Республика Мордовия,2009,47.0,15.5,839.2,270.0,6.3130844001479165
1258,Республика Мордовия,2010,46.0,15.7,833.3,270.0,4.061900178273425
1259,Республика Мордовия,2011,42.0,14.8,826.3,302.0,7.3316788267619915
1260,Республика Мордовия,2012,38.69,14.5,820.4,301.66,4.1627703706792065
1261,Республика Мордовия,2013,35.15,14.8,815.0,257.19,0.7123197026072302
1262,Республика Мордовия,2014,33.78,14.3,812.7,224.1,3.684540471275824
1263,Республика Мордовия,2015,29.6,14.0,812.4,228.91,9.968040329954206
1264,Республика Мордовия,2016,29.92,14.0,814.4,190.66,5.416715256487078
1265,Республика Мордовия,2017,26.45,13.4,811.8,177.73,11.549382695132552
1266,Республика Мордовия,2018,27.05,13.3,803.3,181.98,4.520566959030527
1267,Республика Мордовия,2019,5.5,13.1,799.0,169.0,8.145387854952379
1268,Республика Мордовия,2020,5.21,16.5,788.7,162.2,15.616561618997924
1269,Республика Мордовия,2021,5.0,18.4,781.4,164.73,1.8281359725835
1270,Республика Мордовия,2022,4.95,14.4,771.4,158.25,5.096716159851127
1271,Республика Мордовия,2023,5.0,13.3,765.9,241.0,2.7906625709051416
1272,Республика Саха (Якутия),2000,85.0,9.7,957.5,1142.0,5.619101419710007
1273,Республика Саха (Якутия),2001,87.0,10.2,951.5,1199.0,2.872046245432134
1274,Республика Саха (Якутия),2002,83.0,10.2,948.6,1196.0,6.354270564494762
1275,Республика Саха (Якутия),2003,87.0,10.2,950.0,1471.0,25.349155147893303
1276,Республика Саха (Якутия),2004,79.0,10.2,953.2,1188.0,8.355215454143313
1277,Республика Саха (Якутия),2005,79.0,10.2,954.4,1136.0,14.169139525862304
1278,Республика Саха (Якутия),2006,79.0,9.7,956.1,1126.0,12.686003529212691
1279,Республика Саха (Якутия),2007,97.0,9.6,958.9,1045.0,33.16349077811639
1280,Республика Саха (Якутия),2008,93.0,10,958.1,1093.0,30.64963331731921
1281,Республика Саха (Якутия),2009,91.0,9.8,958.3,1004.0,47.91874813567388
1282,Республика Саха (Якутия),2010,86.0,9.8,958.2,1063.0,14.58189419455976
1283,Республика Саха (Якутия),2011,87.0,9.4,956.3,1539.0,8.260216843261182
1284,Республика Саха (Якутия),2012,81.33,9.3,956.4,1271.75,10.952684485027714
1285,Республика Саха (Якутия),2013,75.63,8.7,956.2,1264.14,26.994327535001382
1286,Республика Саха (Якутия),2014,78.95,8.6,959.0,1250.7,23.24616493684326
1287,Республика Саха (Якутия),2015,85.43,8.5,962.5,1246.28,18.191925794176232
1288,Республика Саха (Якутия),2016,49.73,8.4,966.3,1290.43,14.277922417837642
1289,Республика Саха (Якутия),2017,48.18,8.1,968.1,1252.74,26.567702002145158
1290,Республика Саха (Якутия),2018,56.8,7.8,971.4,1299.97,34.43131355363233
1291,Республика Саха (Якутия),2019,83.3,7.8,976.7,1265.89,13.094762537119802
1292,Республика Саха (Якутия),2020,74.28,9.2,987.2,1300.96,11.684300850974722
1293,Республика Саха (Якутия),2021,75.44,10.6,997.8,1328.78,8.570140846552759
1294,Республика Саха (Якутия),2022,81.41,8.3,997.6,1264.88,12.985929133383117
1295,Республика Саха (Якутия),2023,84.0,7.8,1001.7,1296.0,19.220024642385386
1296,Республика Северная Осетия — Алания,2000,24.0,12.3,704.4,33.0,4.97960110962311
1297,Республика Северная Осетия — Алания,2001,18.0,11.6,709.6,35.0,2.7303735403030327
1298,Республика Северная Осетия — Алания,2002,98.0,12.3,709.7,37.0,7.720906391623691
1299,Республика Северная Осетия — Алания,2003,97.0,12.6,707.7,42.0,5.810136748885085
1300,Республика Северная Осетия — Алания,2004,93.0,12.3,706.4,66.0,5.697173232239987
1301,Республика Северная Осетия — Алания,2005,96.0,12.2,706.9,63.0,18.7411215372873
1302,Республика Северная Осетия — Алания,2006,90.0,11.5,708.8,40.0,7.266028628648954
1303,Республика Северная Осетия — Алания,2007,88.0,11,711.5,37.0,12.698906160046056
1304,Республика Северная Осетия — Алания,2008,87.0,11.2,711.7,39.0,11.373394053448951
1305,Республика Северная Осетия — Алания,2009,88.0,11.2,711.7,31.0,19.165945188463425
1306,Республика Северная Осетия — Алания,2010,82.0,10.9,712.5,0.3,18.651882316394833
1307,Республика Северная Осетия — Алания,2011,97.0,10.9,708.9,32.0,4.6602745564279955
1308,Республика Северная Осетия — Алания,2012,106.5,10.6,706.2,32.17,7.217102724712874
1309,Республика Северная Осетия — Алания,2013,86.92,10.5,703.9,21.27,7.62154630702771
1310,Республика Северная Осетия — Алания,2014,83.62,10.7,704.8,18.78,4.194600688311018
1311,Республика Северная Осетия — Алания,2015,87.65,10.7,703.4,20.33,2.9590904330938543
1312,Республика Северная Осетия — Алания,2016,87.74,10.4,702.6,21.13,2.981521415549079
1313,Республика Северная Осетия — Алания,2017,86.39,10.3,700.7,23.46,5.8129215663649045
1314,Республика Северная Осетия — Алания,2018,92.17,10.3,697.8,23.46,6.134666561551206
1315,Республика Северная Осетия — Алания,2019,89.78,10.4,694.9,0.11,0.0
1316,Республика Северная Осетия — Алания,2020,91.25,12.4,690.8,0.11,0.0
1317,Республика Северная Осетия — Алания,2021,90.15,14.2,685.4,0.0,0.0
1318,Республика Северная Осетия — Алания,2022,88.55,11.2,680.7,0.24,0.0
1319,Республика Северная Осетия — Алания,2023,90.0,9.5,678.9,0.4,0.0
1320,Республика Татарстан (Татарстан),2000,572.0,13.1,3786.8,4917.0,3.4047822667635037
1321,Республика Татарстан (Татарстан),2001,547.0,13.2,3781.9,4789.0,4.413099092355197
1322,Республика Татарстан (Татарстан),2002,534.0,13.7,3777.7,4658.0,4.178990486679756
1323,Республика Татарстан (Татарстан),2003,534.0,13.8,3773.1,4945.0,3.2709330251361832
1324,Республика Татарстан (Татарстан),2004,543.0,13.6,3768.2,4987.0,2.553004735168083
1325,Республика Татарстан (Татарстан),2005,529.0,13.8,3761.6,4907.0,2.398856821371814
1326,Республика Татарстан (Татарстан),2006,512.0,13.1,3763.1,5164.0,2.546780511675385
1327,Республика Татарстан (Татарстан),2007,493.0,13,3766.8,5216.0,3.0321211447457053
1328,Республика Татарстан (Татарстан),2008,477.0,13,3773.5,5399.0,6.089245183367282
1329,Республика Татарстан (Татарстан),2009,439.0,12.7,3784.5,5268.0,12.473659102618567
1330,Республика Татарстан (Татарстан),2010,490.0,13.1,3787.5,5383.0,10.707160519908292
1331,Республика Татарстан (Татарстан),2011,498.0,12.4,3812.4,5502.0,6.38603879024187
1332,Республика Татарстан (Татарстан),2012,480.0,12.1,3841.4,5075.75,18.614367561330855
1333,Республика Татарстан (Татарстан),2013,466.64,12,3867.6,4656.53,21.757132210111923
1334,Республика Татарстан (Татарстан),2014,439.42,12.1,3894.5,4635.05,9.749370144872998
1335,Республика Татарстан (Татарстан),2015,382.48,11.9,3919.1,4794.36,17.51148772261712
1336,Республика Татарстан (Татарстан),2016,325.21,11.4,3946.7,5251.51,9.26744289831804
1337,Республика Татарстан (Татарстан),2017,319.71,11.1,3966.8,5347.77,8.919654368668299
1338,Республика Татарстан (Татарстан),2018,296.19,11.2,3981.9,5569.33,9.212211925702022
1339,Республика Татарстан (Татарстан),2019,286.14,10.7,3996.4,5661.01,10.246191433046114
1340,Республика Татарстан (Татарстан),2020,276.47,13.6,3997.7,5025.54,17.243005209466336
1341,Республика Татарстан (Татарстан),2021,262.52,15.1,4000.1,5325.41,9.220305538279314
1342,Республика Татарстан (Татарстан),2022,243.28,11.2,4001.6,5362.48,7.901962084853998
1343,Республика Татарстан (Татарстан),2023,199.0,10.8,4003.0,5195.0,13.432447032273735
1344,Республика Тыва,2000,13.0,13.6,305.7,20.0,1.1685818424640384
1345,Республика Тыва,2001,9.0,13.6,305.2,18.0,5.541445393673516
1346,Республика Тыва,2002,9.0,15,305.5,38.0,7.898968951718901
1347,Республика Тыва,2003,9.0,15.2,305.0,30.0,1.1820913165542037
1348,Республика Тыва,2004,9.0,13.4,304.1,31.0,0.311023021802104
1349,Республика Тыва,2005,8.0,14.3,302.9,27.0,3.957984994640943
1350,Республика Тыва,2006,8.0,12.6,302.4,27.0,10.226450471386697
1351,Республика Тыва,2007,8.0,12.2,303.8,32.0,13.157416865282034
1352,Республика Тыва,2008,8.0,11.6,305.3,16.0,9.591106177080498
1353,Республика Тыва,2009,10.0,12,307.3,14.0,11.772831783789405
1354,Республика Тыва,2010,9.0,11.6,308.1,21.0,24.51948116518484
1355,Республика Тыва,2011,9.0,11,309.6,20.0,6.41431304623805
1356,Республика Тыва,2012,8.14,11.2,311.2,37.62,3.506961634077353
1357,Республика Тыва,2013,7.47,10.9,312.7,26.1,0.031138994689905497
1358,Республика Тыва,2014,7.4,10.9,315.1,16.18,0.012405354760500479
1359,Республика Тыва,2015,9.04,10.3,317.2,22.53,0.0
1360,Республика Тыва,2016,12.35,9.8,320.4,22.97,0.0
1361,Республика Тыва,2017,5.62,8.6,323.9,12.42,0.14376011894420107
1362,Республика Тыва,2018,6.67,8.8,326.9,11.83,0.2528718160300536
1363,Республика Тыва,2019,8.17,8.2,330.0,11.28,0.25694233453057375
1364,Республика Тыва,2020,8.14,9.3,333.7,11.4,0.4241354820821395
1365,Республика Тыва,2021,6.2,8.9,336.2,9.8,2.065950466134888
1366,Республика Тыва,2022,5.61,8.6,337.3,8.86,1.57936975511094
1367,Республика Тыва,2023,5.0,8.9,337.5,7.0,0.0
1368,Республика Хакасия,2000,56.0,14.6,554.4,273.0,4.797182241461469
1369,Республика Хакасия,2001,55.0,15.5,549.5,277.0,3.999600818322439
1370,Республика Хакасия,2002,54.0,17,545.2,278.0,2.19806240731927
1371,Республика Хакасия,2003,57.0,17.8,541.4,323.0,1.9409234635405879
1372,Республика Хакасия,2004,50.0,16.2,538.0,318.0,1.7051074075081034
1373,Республика Хакасия,2005,50.0,17.6,533.8,322.0,2.3047151159307413
1374,Республика Хакасия,2006,44.0,14.9,531.1,323.0,19.76382593924674
1375,Республика Хакасия,2007,45.0,13.8,531.3,318.0,26.107372649948214
1376,Республика Хакасия,2008,44.0,14,531.9,343.0,0.7895857765583165
1377,Республика Хакасия,2009,40.0,13.6,532.7,357.0,2.8174966890850275
1378,Республика Хакасия,2010,38.0,13.8,532.3,357.0,8.059981382718414
1379,Республика Хакасия,2011,36.0,13.4,532.5,402.0,6.244724245963987
1380,Республика Хакасия,2012,33.94,13.4,533.7,413.66,5.733179728793579
1381,Республика Хакасия,2013,30.41,13.1,535.2,415.05,2.8575824547675195
1382,Республика Хакасия,2014,30.16,13.1,537.3,454.16,3.2783596678217473
1383,Республика Хакасия,2015,28.93,13.4,538.9,540.85,1.9839267051652718
1384,Республика Хакасия,2016,24.05,12.8,540.1,573.74,5.363098372697752
1385,Республика Хакасия,2017,24.19,12.5,540.5,585.16,4.323199390873368
1386,Республика Хакасия,2018,32.65,12.3,539.7,577.54,1.9525165149452568
1387,Республика Хакасия,2019,28.31,12.4,538.2,586.56,2.028863661101668
1388,Республика Хакасия,2020,26.35,13.9,536.3,580.91,10.808021540629841
1389,Республика Хакасия,2021,29.27,15.9,533.0,583.22,3.922758451832578
1390,Республика Хакасия,2022,30.69,13.3,530.2,622.27,0.7968522979536672
1391,Республика Хакасия,2023,33.0,12.7,528.2,612.0,0.864582494059593
1392,Ростовская область,2000,298.0,15.2,4439.3,753.0,11.978825248721263
1393,Ростовская область,2001,287.0,15.6,4417.7,1863.0,7.033760656772971
1394,Ростовская область,2002,418.0,16.1,4396.7,2773.0,5.835822560101952
1395,Ростовская область,2003,337.0,16.3,4375.5,2161.0,6.482551542342406
1396,Ростовская область,2004,318.0,15.8,4352.7,2095.0,7.210976843784391
1397,Ростовская область,2005,282.0,15.8,4332.4,2014.0,2.2670807807596614
1398,Ростовская область,2006,271.0,15.4,4314.6,1946.0,2.916669240101467
1399,Ростовская область,2007,300.0,14.8,4297.6,2073.0,1.44506850826546
1400,Ростовская область,2008,265.0,14.9,4292.5,2280.0,3.8925317860321114
1401,Ростовская область,2009,255.0,14.5,4284.8,2270.0,2.2867028195391
1402,Ростовская область,2010,270.0,14.7,4275.2,3464.0,0.44711228719200014
1403,Ростовская область,2011,235.0,14.3,4264.0,3895.0,0.5711020001900865
1404,Ростовская область,2012,253.05,14,4261.4,3743.15,0.6697768968027537
1405,Ростовская область,2013,236.4,13.7,4255.7,3758.13,12.232821551438281
1406,Ростовская область,2014,262.16,14.0,4255.7,3635.86,14.774946108136193
1407,Ростовская область,2015,238.38,13.8,4253.7,4805.22,7.704514886338407
1408,Ростовская область,2016,252.66,13.8,4252.7,5161.61,1.3401049692554925
1409,Ростовская область,2017,217.88,13.3,4245.3,4991.7,2.7086295962616402
1410,Ростовская область,2018,199.43,13.4,4230.6,6159.3,1.9807851957234324
1411,Ростовская область,2019,203.24,13.2,4229.5,6606.3,0.8119674758980268
1412,Ростовская область,2020,189.6,15.3,4216.6,6585.89,1.1948855947943302
1413,Ростовская область,2021,199.79,18.7,4192.3,6370.97,0.5263579369069464
1414,Ростовская область,2022,205.52,14.4,4164.5,6465.23,0.772195224321818
1415,Ростовская область,2023,97.0,13.0,4152.5,190.0,1.7126837920639182
1416,Рязанская область,2000,26.0,19.3,1258.8,2491.0,1.2691145171963587
1417,Рязанская область,2001,24.0,19.9,1241.0,2214.0,0.9155752503757998
1418,Рязанская область,2002,19.0,20.5,1223.7,2274.0,2.026158633113161
1419,Рязанская область,2003,19.0,21.2,1210.3,2344.0,3.699989263042049
1420,Рязанская область,2004,19.0,20.1,1199.4,2261.0,2.3281187496428366
1421,Рязанская область,2005,20.0,20.2,1188.8,2182.0,2.865362212870648
1422,Рязанская область,2006,15.0,19.1,1181.5,2378.0,1.0446489256521116
1423,Рязанская область,2007,14.0,18.9,1174.3,2515.0,1.2358744719929566
1424,Рязанская область,2008,18.0,18.4,1167.9,2681.0,2.2767850007192747
1425,Рязанская область,2009,18.0,17.7,1161.8,1804.0,1.7324278919849174
1426,Рязанская область,2010,89.0,18.1,1151.8,1897.0,2.0348700565350235
1427,Рязанская область,2011,84.0,16.4,1149.6,1964.0,5.0341688202160615
1428,Рязанская область,2012,86.13,16.4,1147.0,1916.19,4.2507019019889585
1429,Рязанская область,2013,85.19,15.7,1144.4,1908.14,6.10294088686707
1430,Рязанская область,2014,81.14,16.1,1140.2,1452.17,3.0069479658619733
1431,Рязанская область,2015,82.26,15.7,1136.1,1195.59,2.2203145280037435
1432,Рязанская область,2016,79.51,15.9,1134.0,1020.75,1.5584936892990469
