,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС,ВРП
1891,Чукотский автономный округ,2019,2.95,651448.0,94995.0
1892,Чукотский автономный округ,2020,2.89,710223.0,119949.4
1893,Чукотский автономный округ,2021,2.91,89950.0,140026.3
1894,Чукотский автономный округ,2022,2.89,9990.0,141042.1
1895,Чукотский автономный округ,2023,3.0,800015.0,186709387.5
1896,Ямало-Ненецкий автономный округ,2000,28.0,1089544.5,117100.8
1897,Ямало-Ненецкий автономный округ,2001,33.0,967014.0,184315.9
1898,Ямало-Ненецкий автономный округ,2002,33.0,1166899.0,262447.4
1899,Ямало-Ненецкий автономный округ,2003,32.0,2338938.0,283181.2
1900,Ямало-Ненецкий автономный округ,2004,33.0,830076.0,355718.4
1901,Ямало-Ненецкий автономный округ,2005,31.0,1467362.0,441721.8
1902,Ямало-Ненецкий автономный округ,2006,59.0,2153211.0,546365.8
1903,Ямало-Ненецкий автономный округ,2007,49.0,2344152.7,594678.6
1904,Ямало-Ненецкий автономный округ,2008,48.0,2985569.0999999996,719397.0
1905,Ямало-Ненецкий автономный округ,2009,33.0,8583498.94,649640.0
1906,Ямало-Ненецкий автономный округ,2010,44.0,6328659.239999999,782214.9
1907,Ямало-Ненецкий автономный округ,2011,39.0,5594323.1,966110.4
1908,Ямало-Ненецкий автономный округ,2012,33.89,5629791.2,1191271.9
1909,Ямало-Ненецкий автономный округ,2013,24.69,3900555.0,1375878.8
1910,Ямало-Ненецкий автономный округ,2014,22.42,9764715.0,1633382.2
1911,Ямало-Ненецкий автономный округ,2015,23.1,18681889.0,1791825.6
1912,Ямало-Ненецкий автономный округ,2016,32.14,19170058.0,2028234.6
1913,Ямало-Ненецкий автономный округ,2017,31.06,52406040.0,2456293.7
1914,Ямало-Ненецкий автономный округ,2018,29.32,22929709.0,3051613.1
1915,Ямало-Ненецкий автономный округ,2019,29.02,29618308.0,3158827.6
1916,Ямало-Ненецкий автономный округ,2020,28.83,15303209.0,2767734.5
1917,Ямало-Ненецкий автономный округ,2021,28.6,191201596.0,4219244.6
1918,Ямало-Ненецкий автономный округ,2022,28.94,94477915.0,5350247.9
1919,Ямало-Ненецкий автономный округ,2023,25.0,105498709.0,5379401788.1
1920,Ярославская область,2000,306.0,1164418.0,41756.2
1921,Ярославская область,2001,312.0,947313.0,61149.6
1922,Ярославская область,2002,316.0,582445.0,75313.4
1923,Ярославская область,2003,306.0,321737.0,92073.4
1924,Ярославская область,2004,303.0,1089658.0,112438.7
1925,Ярославская область,2005,287.0,2224792.0,131252.1
1926,Ярославская область,2006,284.0,423730.0,153251.5
1927,Ярославская область,2007,208.0,1085910.0,186577.5
1928,Ярославская область,2008,204.0,1611450.0,214946.3
1929,Ярославская область,2009,184.0,1987824.0,212684.4
1930,Ярославская область,2010,240.0,601039.0,239644.0
1931,Ярославская область,2011,218.0,661391.78,286967.5
1932,Ярославская область,2012,229.0,433229.0,327279.6
1933,Ярославская область,2013,211.45,836228.0600000002,362861.8
1934,Ярославская область,2014,192.96,1439233.3,391462.8
1935,Ярославская область,2015,201.38,1788028.7999999998,443054.1
1936,Ярославская область,2016,179.24,1908729.3100000005,498880.3
1937,Ярославская область,2017,177.8,1825997.21,534549.7
1938,Ярославская область,2018,173.63,2372085.0,583605.3
1939,Ярославская область,2019,169.01,4670890.0,609150.8
1940,Ярославская область,2020,159.32,4537756.0,611748.5
1941,Ярославская область,2021,148.32,4521503.0,695015.4
1942,Ярославская область,2022,146.39,5632013.0,748305.6
1943,Ярославская область,2023,143.0,9917079.0,849769877.1
1944,г. Москва,2000,2115.0,4546927.6,1159034.0
1945,г. Москва,2001,2145.0,6132488.0,1370182.8
1946,г. Москва,2002,2661.0,5864306.0,1767476.7
1947,г. Москва,2003,2015.0,7335373.0,2188231.5
1948,г. Москва,2004,2012.0,4938621.0,2853272.4
1949,г. Москва,2005,1959.0,7575635.0,4135154.6
1950,г. Москва,2006,1857.0,11282742.0,5260232.8
1951,г. Москва,2007,1726.0,13036075.0,6696259.1
1952,г. Москва,2008,1684.0,16088749.0,8248652.0
1953,г. Москва,2009,1595.0,11726408.0,7126972.4
1954,г. Москва,2010,909.0,14999238.0,8375863.8
1955,г. Москва,2011,908.0,15708853.0,9948772.8
1956,г. Москва,2012,928.63,14845044.0,10666870.5
1957,г. Москва,2013,945.77,29906127.0,11814897.4
1958,г. Москва,2014,862.86,34752228.0,12779525.7
1959,г. Москва,2015,817.79,35819967.0,13520862.9
1960,г. Москва,2016,824.76,69432479.0,15121534.2
1961,г. Москва,2017,844.57,52429253.0,16538189.5
1962,г. Москва,2018,854.59,37150982.0,18777726.0
1963,г. Москва,2019,819.87,35826989.0,19797064.3
1964,г. Москва,2020,798.57,49213431.0,20260717.7
1965,г. Москва,2021,806.53,58283721.0,24265759.9
1966,г. Москва,2022,736.55,45174045.0,28507429.1
1967,г. Москва,2023,833.0,22791947.0,32339001576.0
1968,г. Санкт-Петербург,2000,1271.0,490435.39999999997,188243.0
1969,г. Санкт-Петербург,2001,1245.0,967744.4,251654.4
1970,г. Санкт-Петербург,2002,1183.0,1525012.7999999998,336692.3
1971,г. Санкт-Петербург,2003,1203.0,3236043.2,409638.5
1972,г. Санкт-Петербург,2004,1182.0,5360112.0,542359.2
1973,г. Санкт-Петербург,2005,1188.0,18134312.6,666392.8
1974,г. Санкт-Петербург,2006,1174.0,9882963.4,825102.3
1975,г. Санкт-Петербург,2007,1187.0,8205394.6,1119660.3
1976,г. Санкт-Петербург,2008,1174.0,13597944.4,1431839.6
1977,г. Санкт-Петербург,2009,1106.0,14350585.2,1475805.3
1978,г. Санкт-Петербург,2010,1346.0,19222411.599999998,1699486.4
1979,г. Санкт-Петербург,2011,1239.0,16710404.499999998,2091914.3
1980,г. Санкт-Петербург,2012,1217.52,18016758.0,2280426.0
1981,г. Санкт-Петербург,2013,1156.9,25279212.699999996,2491423.3
1982,г. Санкт-Петербург,2014,1057.92,15021383.1,2661210.0
1983,г. Санкт-Петербург,2015,1023.36,24101825.599999994,3387417.7
1984,г. Санкт-Петербург,2016,1093.18,28672258.999999996,4099939.7
1985,г. Санкт-Петербург,2017,977.33,24459274.0,4283036.300000001
1986,г. Санкт-Петербург,2018,897.12,26662425.0,4785218.6
1987,г. Санкт-Петербург,2019,920.33,13004495.0,5186129.3
1988,г. Санкт-Петербург,2020,914.37,18796854.0,5332558.3
1989,г. Санкт-Петербург,2021,945.06,21438182.0,9420445.3
1990,г. Санкт-Петербург,2022,932.7,11413665.0,11166443.7
1991,г. Санкт-Петербург,2023,936.0,29053267.0,10908028039.9
