,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС_тыс_руб,ВРП_млн_руб
1470,Ямало-Ненецкий автономный округ,2017,31.06,52406040.0,2456293.7
1471,Тюменская область,2017,84.0,7525544.0,1083409.4
1472,Челябинская область,2017,691.3,16300824.0,1416613.3
1473,Республика Алтай,2017,0.32,847814.0,48415.2
1474,Республика Тыва,2017,5.62,9350.0,65038.9
1475,Республика Хакасия,2017,24.19,943099.0299999998,218148.4
1476,Алтайский край,2017,17.34,177158.59999999998,545303.0
1477,Красноярский край,2017,308.33,36270629.690000005,1977016.1
1478,Иркутская область,2017,524.49,17537491.22,1268311.7
1479,Кемеровская область — Кузбасс,2017,432.77,15136475.0,1097861.0
1480,Новосибирская область,2017,94.01,2377510.51,1179564.2
1481,Омская область,2017,129.88,25877359.0,699716.5
1482,Томская область,2017,22.77,3651025.3100000005,554393.9
1483,Республика Бурятия,2017,34.53,721618.8,224594.1
1484,Республика Саха (Якутия),2017,48.18,25027561.69,942029.6
1485,Забайкальский край,2017,45.35,3368496.5999999996,306596.5
1486,Камчатский край,2017,27.24,448418.29000000004,228167.2
1487,Приморский край,2017,268.25,4280680.0,906265.0
1488,Хабаровский край,2017,171.31,6879111.0,697951.0
1489,Амурская область,2017,67.38,3202654.0,299181.0
1490,Магаданская область,2017,14.51,2363904.0,161851.2
1491,Сахалинская область,2017,33.08,6992982.700000001,784503.4
1492,Еврейская автономная область,2017,13.54,1148806.0,55268.0
1493,Чукотский автономный округ,2017,3.05,1646837.0,72873.8
1494,Белгородская область,2018,70.46,5058783.0,911597.9
1495,Брянская область,2018,53.78,0.0,367157.1
1496,Владимирская область,2018,98.55,347368.0,480027.8
1497,Воронежская область,2018,118.82,6695649.0,951292.3
1498,Ивановская область,2018,60.49,273475.0,232493.6
1499,Калужская область,2018,71.49,5200372.0,507632.2
1500,Костромская область,2018,33.91,352523.0,191812.9
1501,Курская область,2018,35.93,271245.0,451000.5
1502,Липецкая область,2018,69.34,15397440.0,604396.2
1503,Московская область,2018,956.19,2552089.0,4644635.0
1504,Орловская область,2018,56.62,300703.0,247105.5
1505,Рязанская область,2018,74.5,405444.0,416183.2
1506,Смоленская область,2018,54.4,31180.0,335059.9
1507,Тамбовская область,2018,44.66,1141143.0,352202.6
1508,Тверская область,2018,73.58,347074.0,471065.5
1509,Тульская область,2018,155.95,4969350.0,666763.0
1510,Ярославская область,2018,173.63,2372085.0,583605.3
1511,г. Москва,2018,854.59,37150982.0,18777726.0
1512,Республика Карелия,2018,180.2,146492.0,300977.1
1513,Республика Коми,2018,266.85,31109899.0,696242.2
1514,Ненецкий автономный округ,2018,0.42,1098524.0,320405.7
1515,Архангельская область,2018,322.78,2531498.0,545317.6
1516,Вологодская область,2018,128.84,2867325.0,615647.7
1517,Калининградская область,2018,100.27,1495905.0,493302.4
1518,Ленинградская область,2018,329.25,32036700.0,1147644.4
1519,Мурманская область,2018,297.86,45708948.0,521051.5
1520,Новгородская область,2018,26.43,1165489.0,259255.8
1521,Псковская область,2018,33.6,1184.0,180730.3
1522,г. Санкт-Петербург,2018,897.12,26662425.0,4785218.6
1523,Республика Адыгея (Адыгея),2018,24.66,146337.0,119961.8
1524,Республика Калмыкия,2018,13.87,18808.0,86107.1
1525,Краснодарский край,2018,718.03,1969187.0,2499915.5
1526,Астраханская область,2018,49.09,351388.0,579210.0
1527,Волгоградская область,2018,84.29,5890381.0,927811.7
1528,Ростовская область,2018,199.43,3066697.0,1548222.9
1529,Республика Дагестан,2018,71.48,8925.0,676060.8
1530,Республика Ингушетия,2018,2.84,69900.0,67468.2
1531,Кабардино-Балкарская Республика,2018,30.85,0.0,161577.5
1532,Карачаево-Черкесская Республика,2018,44.85,6366.0,85737.9
1533,Республика Северная Осетия — Алания,2018,92.17,988250.0,161092.7
1535,Ставропольский край,2018,173.27,3110119.0,784045.7
1536,Республика Башкортостан,2018,243.33,20278741.0,1739362.9
1537,Республика Марий Эл,2018,48.08,2111659.0,192690.3
1538,Республика Мордовия,2018,27.05,1110593.0,245675.6
1539,Республика Татарстан (Татарстан),2018,296.19,24161549.0,2622773.9
1540,Удмуртская Республика,2018,93.1,931038.0,679938.9
1541,Чувашская Республика — Чувашия,2018,83.99,1196739.0,316622.9
1542,Пермский край,2018,211.96,12553576.0,1422704.6
1543,Кировская область,2018,79.04,1025409.0,353265.5
1544,Нижегородская область,2018,363.24,6499686.0,1502156.2
1545,Оренбургская область,2018,102.13,4055922.0,1058504.8
1546,Пензенская область,2018,92.35,899037.0,411028.7
1547,Самарская область,2018,389.19,6047542.0,1625558.7
1548,Саратовская область,2018,95.35,1941010.0,773838.6
1549,Ульяновская область,2018,93.78,213259.0,386675.4
1550,Курганская область,2018,33.18,664755.0,215589.9
1551,Свердловская область,2018,559.77,15440439.0,2423689.4
1552,Ханты-Мансийский автономный округ — Югра,2018,83.97,7787591.0,4506739.7
1553,Ямало-Ненецкий автономный округ,2018,29.32,22929709.0,3051613.1
1554,Тюменская область,2018,82.6,3797546.0,1316650.9
1555,Челябинская область,2018,647.02,31922754.0,1521325.4
1556,Республика Алтай,2018,0.31,376546.0,54069.4
1557,Республика Тыва,2018,6.67,18632.0,73681.6
1558,Республика Хакасия,2018,32.65,473175.0,242341.1
1559,Алтайский край,2018,17.33,1499996.0,579740.5
1560,Красноярский край,2018,304.71,27320992.0,2374749.9
1561,Иркутская область,2018,527.65,17876231.0,1460512.2
1562,Кемеровская область — Кузбасс,2018,355.07,14139076.0,1266424.5
1563,Новосибирская область,2018,88.9,2018217.0,1301631.1
1564,Омская область,2018,130.46,16571377.0,736076.8
1565,Томская область,2018,24.15,2163242.0,612431.7
1566,Республика Бурятия,2018,34.64,1347824.0,258578.6
1567,Республика Саха (Якутия),2018,56.8,38796333.0,1126774.7
1568,Забайкальский край,2018,51.62,8672090.0,339838.9
1569,Камчатский край,2018,27.28,348179.0,263151.3
1570,Приморский край,2018,265.95,4185702.0,965485.2
1571,Хабаровский край,2018,189.82,9182240.0,761589.2
1572,Амурская область,2018,66.82,3662197.0,334164.4
1573,Магаданская область,2018,11.14,739736.0,176370.6
1574,Сахалинская область,2018,24.91,302380.0,1233164.7
1575,Еврейская автономная область,2018,10.72,221790.0,54577.8
1576,Чукотский автономный округ,2018,3.02,543841.0,83422.6
1577,Белгородская область,2019,68.84,2375615.0,955329.2
1578,Брянская область,2019,50.75,0.0,399113.8
1579,Владимирская область,2019,94.42,1490744.0,535493.4
1580,Воронежская область,2019,119.24,1095666.0,1001790.3
1581,Ивановская область,2019,60.9,2643867.0,254968.9
1582,Калужская область,2019,71.36,2110358.0,549755.8
1583,Костромская область,2019,35.23,142542.0,203821.4
1584,Курская область,2019,35.57,217208.0,495864.4
1585,Липецкая область,2019,75.5,8780553.0,570022.9
1586,Московская область,2019,870.35,1768374.0,5196136.4
1587,Орловская область,2019,46.51,550915.0,266655.6
1588,Рязанская область,2019,74.69,283197.0,436417.7
1589,Смоленская область,2019,46.18,352877.0,349237.6
1590,Тамбовская область,2019,42.99,1275887.0,353745.5
1591,Тверская область,2019,68.34,0.0,488367.5
1592,Тульская область,2019,153.54,264435.0,676822.6
1593,Ярославская область,2019,169.01,4670890.0,609150.8
1594,г. Москва,2019,819.87,35826989.0,19797064.3
1595,Республика Карелия,2019,222.1,97971.0,319050.0
1596,Республика Коми,2019,268.62,16926605.0,718138.7
1597,Ненецкий автономный округ,2019,0.12,312068.0,330999.0
1598,Архангельская область,2019,322.87,2075759.0,558975.4
1599,Вологодская область,2019,78.45,4875530.0,632759.5
1600,Калининградская область,2019,106.85,90223.0,520951.2
1601,Ленинградская область,2019,302.19,25291040.0,1223679.6
1602,Мурманская область,2019,266.47,67787982.0,616504.1
1603,Новгородская область,2019,25.4,1606681.0,273808.0
1604,Псковская область,2019,35.09,38974.0,196625.3
1605,г. Санкт-Петербург,2019,920.33,13004495.0,5186129.3
1606,Республика Адыгея (Адыгея),2019,23.46,0.0,131125.8
1607,Республика Калмыкия,2019,18.24,49530.0,88986.9
1608,Краснодарский край,2019,732.17,1458142.0,2577131.1
1609,Астраханская область,2019,36.39,2364872.0,601811.2
1610,Волгоградская область,2019,85.25,8825949.0,963214.4
1611,Ростовская область,2019,203.24,1328393.0,1636017.5
1612,Республика Дагестан,2019,73.25,0.0,713723.6
1613,Республика Ингушетия,2019,2.73,751900.0,73791.6
1614,Кабардино-Балкарская Республика,2019,30.69,0.0,171544.7
1615,Карачаево-Черкесская Республика,2019,43.03,0.0,91430.0
1616,Республика Северная Осетия — Алания,2019,89.78,0.0,173459.4
1618,Ставропольский край,2019,159.1,2542768.0,829223.9
1619,Республика Башкортостан,2019,236.02,14346571.0,1803321.7
1620,Республика Марий Эл,2019,49.59,1024183.0,203282.1
1621,Республика Мордовия,2019,5.5,2140287.0,262760.6
1622,Республика Татарстан (Татарстан),2019,286.14,28779024.0,2808753.3
1623,Удмуртская Республика,2019,93.05,1306073.0,722846.0
1624,Чувашская Республика — Чувашия,2019,72.7,769833.0,339490.4
1625,Пермский край,2019,209.51,11233509.0,1496401.4
1626,Кировская область,2019,110.57,2101338.0,370472.6
1627,Нижегородская область,2019,312.66,6043753.0,1617171.7
1628,Оренбургская область,2019,95.9,2576082.0,1106329.3
1629,Пензенская область,2019,90.54,201060.0,448521.1
1630,Самарская область,2019,366.19,13240839.0,1689575.4
1631,Саратовская область,2019,98.28,681587.0,809822.6
1632,Ульяновская область,2019,94.03,134860.0,424995.6
1633,Курганская область,2019,31.79,1537889.0,236825.8
1634,Свердловская область,2019,566.42,23835206.0,2535215.0
1635,Ханты-Мансийский автономный округ — Югра,2019,83.12,13565306.0,4558879.8
1636,Ямало-Ненецкий автономный округ,2019,29.02,29618308.0,3158827.6
1637,Тюменская область,2019,84.79,3340385.0,1234753.1
1638,Челябинская область,2019,230.05,20004319.0,1547518.0
1639,Республика Алтай,2019,0.33,265133.0,57064.0
1640,Республика Тыва,2019,8.17,20381.0,79321.3
1641,Республика Хакасия,2019,28.31,520043.0,256322.3
1642,Алтайский край,2019,32.27,737426.0,628146.1
1643,Красноярский край,2019,317.81,24181081.0,2696158.9
1644,Иркутская область,2019,510.05,28730698.0,1540237.8
1645,Кемеровская область — Кузбасс,2019,300.65,25799228.0,1110194.8
1646,Новосибирская область,2019,85.49,6647001.0,1332895.8
1647,Омская область,2019,125.47,18000808.0,772095.9
1648,Томская область,2019,214.13,12862477.0,617903.6
1649,Республика Бурятия,2019,30.52,610121.0,285490.6
1650,Республика Саха (Якутия),2019,83.3,16076182.0,1227680.3
1651,Забайкальский край,2019,75.25,4959851.0,369476.5
1652,Камчатский край,2019,26.46,130238.0,279337.8
1653,Приморский край,2019,258.9,9315960.0,1069330.7
1654,Хабаровский край,2019,181.98,9277330.0,805215.6
1655,Амурская область,2019,65.05,2434168.0,395617.2
1656,Магаданская область,2019,4.87,1219314.0,214414.9
1657,Сахалинская область,2019,25.01,8736613.0,1172226.1
1658,Еврейская автономная область,2019,12.57,0.0,56847.6
1659,Чукотский автономный округ,2019,2.95,651448.0,94995.0
1660,Белгородская область,2020,65.9,4660502.0,997330.9
1661,Брянская область,2020,49.69,0.0,414179.4
1662,Владимирская область,2020,95.02,342541.0,553092.4
1663,Воронежская область,2020,118.23,1071988.0,1062765.4
1664,Ивановская область,2020,62.0,49412.0,269508.8
1665,Калужская область,2020,71.86,3584947.0,561895.8
1666,Костромская область,2020,36.81,184974.0,204114.1
1667,Курская область,2020,35.08,0.0,523000.5
1668,Липецкая область,2020,68.21,8149343.0,618273.1
1669,Московская область,2020,853.02,4238939.0,5406076.5
1670,Орловская область,2020,45.63,1175917.0,282883.7
1671,Рязанская область,2020,71.49,215389.0,461214.6
1672,Смоленская область,2020,44.67,910592.0,365048.1
1673,Тамбовская область,2020,40.82,2670815.0,376258.7
1674,Тверская область,2020,65.91,511770.0,486599.1
1675,Тульская область,2020,152.19,748555.0,713110.4
1676,Ярославская область,2020,159.32,4537756.0,611748.5
1677,г. Москва,2020,798.57,49213431.0,20260717.7
1678,Республика Карелия,2020,170.9,181714.0,322803.6
1679,Республика Коми,2020,171.09,16229629.0,613266.9
1680,Ненецкий автономный округ,2020,0.09,3650128.0,230674.3
1681,Архангельская область,2020,320.63000000000005,13846375.0,551144.7
1682,Вологодская область,2020,67.44,11633355.0,624437.1
1683,Калининградская область,2020,104.7,404776.0,549311.2
1684,Ленинградская область,2020,301.58,23526790.0,1238641.3
1685,Мурманская область,2020,127.24,14645294.0,798450.1
1686,Новгородская область,2020,23.29,1072615.0,279689.3
1687,Псковская область,2020,33.9,335508.0,201756.7
1688,г. Санкт-Петербург,2020,914.37,18796854.0,5332558.3
1689,Республика Адыгея (Адыгея),2020,23.53,0.0,142913.5
1690,Республика Калмыкия,2020,14.73,29670.0,94025.9
1691,Краснодарский край,2020,518.52,3717937.0,2667228.2
1692,Астраханская область,2020,30.26,728393.0,527290.2
1693,Волгоградская область,2020,91.69,11310177.0,977707.7
1694,Ростовская область,2020,189.6,2048723.0,1714576.7
1695,Республика Дагестан,2020,74.77,71310.0,740798.8
1696,Республика Ингушетия,2020,0.92,7363100.0,70857.40000000001
1697,Кабардино-Балкарская Республика,2020,28.81,0.0,180077.5
1698,Карачаево-Черкесская Республика,2020,42.64,0.0,95297.1
1699,Республика Северная Осетия — Алания,2020,91.25,0.0,179159.0
1701,Ставропольский край,2020,164.96,3039420.0,846890.1
1702,Республика Башкортостан,2020,175.52,36460300.0,1694189.7
1703,Республика Марий Эл,2020,51.36,2096192.0,197948.7
1704,Республика Мордовия,2020,5.21,4160049.0,266387.0
1705,Республика Татарстан (Татарстан),2020,276.47,45371292.0,2631286.8
1706,Удмуртская Республика,2020,76.62,1495953.0,684430.6
1707,Чувашская Республика — Чувашия,2020,58.14,2767669.0,346046.4
1708,Пермский край,2020,194.19,9399653.0,1385352.5
1709,Кировская область,2020,110.2,1624118.0,396946.8
1710,Нижегородская область,2020,320.54,20173534.0,1600333.4
1711,Оренбургская область,2020,93.97,8559972.0,1046728.3
1712,Пензенская область,2020,96.03,447094.0,484785.4
1713,Самарская область,2020,358.17,23995438.0,1625461.8
1714,Саратовская область,2020,89.99,2223637.0,856515.7
1715,Ульяновская область,2020,88.91,381477.0,438968.9
1716,Курганская область,2020,32.17,1307120.0,240188.2
1717,Свердловская область,2020,556.53,22299614.0,2512654.9
1718,Ханты-Мансийский автономный округ — Югра,2020,93.57,4527197.0,3341832.0
1719,Ямало-Ненецкий автономный округ,2020,28.83,15303209.0,2767734.5
1720,Тюменская область,2020,82.71000000000002,15935233.0,1171029.2
1721,Челябинская область,2020,325.25,34860660.0,1602739.4
1722,Республика Алтай,2020,0.38,226638.0,62850.8
1723,Республика Тыва,2020,8.14,34877.0,82230.8
1724,Республика Хакасия,2020,26.35,2877238.0,266213.2
1725,Алтайский край,2020,13.18,693377.0,664129.2
1726,Красноярский край,2020,321.61,48650512.0,2725096.7
1727,Иркутская область,2020,441.72,39807956.0,1494326.6
1728,Кемеровская область — Кузбасс,2020,264.77,22900449.0,1045077.1
1729,Новосибирская область,2020,82.53,2086290.0,1358350.1
1730,Омская область,2020,126.07,15092119.0,770280.4
1731,Томская область,2020,180.67,2041379.0,553211.6
1732,Республика Бурятия,2020,28.6,1441588.0,302800.4
1733,Республика Саха (Якутия),2020,74.28,13246354.0,1133688.2
1734,Забайкальский край,2020,87.19,2850926.0,422734.5
1735,Камчатский край,2020,24.55,2391855.0,296429.4
1736,Приморский край,2020,260.96,13423536.0,1105672.6
1737,Хабаровский край,2020,157.93,6094455.0,856904.8
1738,Амурская область,2020,65.81,7291807.0,449317.5
1739,Магаданская область,2020,14.15,1510956.0,285146.0
1740,Сахалинская область,2020,26.02,13839785.0,1001689.4
1741,Еврейская автономная область,2020,11.74,0.0,63177.1
1742,Чукотский автономный округ,2020,2.89,710223.0,119949.4
1743,Белгородская область,2021,60.56,5754196.0,1359965.6
1744,Брянская область,2021,51.4,0.0,482669.4
1745,Владимирская область,2021,94.26,355852.0,730328.8
1746,Воронежская область,2021,117.21,276456.0,1273851.9
1747,Ивановская область,2021,59.39,2110312.0,308392.2
1748,Калужская область,2021,72.07,4553709.0,671155.5
1749,Костромская область,2021,39.3,1861148.0,247508.0
1750,Курская область,2021,32.47,0.0,688469.1
1751,Липецкая область,2021,65.47,38041519.0,853038.4
1752,Московская область,2021,902.13,4320111.0,6809951.1
1753,Орловская область,2021,43.68,865131.0,338266.1
1754,Рязанская область,2021,77.5,574785.0,544053.6
1755,Смоленская область,2021,43.18,936944.0,428827.5
1756,Тамбовская область,2021,42.83,1956366.0,442996.9
1757,Тверская область,2021,73.18,118309.0,564548.5
1758,Тульская область,2021,135.07,2251119.0,887541.1
1759,Ярославская область,2021,148.32,4521503.0,695015.4
1760,г. Москва,2021,806.53,58283721.0,24265759.9
1761,Республика Карелия,2021,120.61,288100.0,447564.1
1762,Республика Коми,2021,175.99,6967105.0,869995.8
1763,Ненецкий автономный округ,2021,0.0,2375.0,409388.3
1764,Архангельская область,2021,292.68,18755549.0,671106.7
1765,Вологодская область,2021,67.31,11660388.0,1026496.5
1766,Калининградская область,2021,90.83,1282402.0,683811.6
1767,Ленинградская область,2021,299.07,4391037.0,1473287.1
1768,Мурманская область,2021,131.06,10548782.0,1106607.7
1769,Новгородская область,2021,22.5,955195.0,345664.3
1770,Псковская область,2021,32.54,183449.0,227739.7
1771,г. Санкт-Петербург,2021,945.06,21438182.0,9420445.3
1772,Республика Адыгея (Адыгея),2021,23.63,0.0,171386.1
1773,Республика Калмыкия,2021,6.29,70730.0,102377.2
1774,Краснодарский край,2021,672.19,45548774.0,3280988.8
1775,Астраханская область,2021,34.13,364423.0,663770.6
1776,Волгоградская область,2021,89.21,2905258.0,1067376.2
1777,Ростовская область,2021,199.79,1075325.0,2042953.9
1778,Республика Дагестан,2021,74.9,0.0,802523.3
1779,Республика Ингушетия,2021,0.87,210200.0,71831.70000000001
1780,Кабардино-Балкарская Республика,2021,28.06,0.0,212776.9
1781,Карачаево-Черкесская Республика,2021,47.92,0.0,108591.7
1782,Республика Северная Осетия — Алания,2021,90.15,0.0,197993.1
1784,Ставропольский край,2021,115.78,1525932.0,1037863.5
1785,Республика Башкортостан,2021,174.48,19510561.0,2016023.7
1786,Республика Марий Эл,2021,29.35,55646.0,226451.5
1787,Республика Мордовия,2021,5.0,556059.0,304167.2
1788,Республика Татарстан (Татарстан),2021,262.52,32577852.0,3533272.5
1789,Удмуртская Республика,2021,74.61,1260740.0,867612.5
1790,Чувашская Республика — Чувашия,2021,58.65,1939780.0,399899.3
1791,Пермский край,2021,156.92,19135151.0,1765366.6
1792,Кировская область,2021,105.81,1492415.0,488594.5
1793,Нижегородская область,2021,301.7,12667200.0,1931254.1
1794,Оренбургская область,2021,97.33,12190295.0,1409921.0
1795,Пензенская область,2021,97.42,728842.0,540115.8
1796,Самарская область,2021,358.84,31701284.0,2157662.0
1797,Саратовская область,2021,89.59,4132021.0,1009797.7
1798,Ульяновская область,2021,91.44,3770.0,508499.1
1799,Курганская область,2021,31.31,245654.0,272175.2
1800,Свердловская область,2021,523.69,22929202.0,3083947.1
1801,Ханты-Мансийский автономный округ — Югра,2021,86.44,4745699.0,5700228.3
1802,Ямало-Ненецкий автономный округ,2021,28.6,191201596.0,4219244.6
1803,Тюменская область,2021,83.85,2976761.0,1573449.4
1804,Челябинская область,2021,283.63,48782439.0,2064927.6
1805,Республика Алтай,2021,0.31,226694.0,74513.4
1806,Республика Тыва,2021,6.2,189095.0,91529.3
1807,Республика Хакасия,2021,29.27,1236863.0,315304.4
1808,Алтайский край,2021,13.51,520729.0,869672.1
1809,Красноярский край,2021,323.63,171705582.0,3122115.3
1810,Иркутская область,2021,426.29,33351387.0,1972480.5
1811,Кемеровская область — Кузбасс,2021,225.07,21308634.0,1823647.7
1812,Новосибирская область,2021,80.51,1707167.0,1628844.4
1813,Омская область,2021,121.33,11888194.0,796044.1
1814,Томская область,2021,182.32,9002164.0,723226.5
1815,Республика Бурятия,2021,29.72,1895980.0,356150.2
1816,Республика Саха (Якутия),2021,75.44,14331622.0,1672273.8
1817,Забайкальский край,2021,61.65,2968161.0,516630.1
1818,Камчатский край,2021,24.73,2624661.0,351233.7
1819,Приморский край,2021,250.66,11546877.0,1354099.5
1820,Хабаровский край,2021,152.23,9518287.0,1017795.1
1821,Амурская область,2021,66.51,7520455.0,548269.8
1822,Магаданская область,2021,13.78,10249999.0,320159.6
1823,Сахалинская область,2021,26.64,8275948.0,1237949.8
1824,Еврейская автономная область,2021,12.4,244748.0,79156.9
1825,Чукотский автономный округ,2021,2.91,89950.0,140026.3
1826,Белгородская область,2022,58.6,8776026.0,1311232.6
1827,Брянская область,2022,52.06,0.0,549347.1
1828,Владимирская область,2022,91.32,144626.0,780490.4
1829,Воронежская область,2022,121.46,979953.0,1377736.5
1830,Ивановская область,2022,58.19,10720629.0,364016.5
1831,Калужская область,2022,72.86,2439543.0,693947.6
1832,Костромская область,2022,38.08,558204.0,276043.9
1833,Курская область,2022,33.07,16665479.0,665472.5
1834,Липецкая область,2022,64.6,29755002.0,792823.2
1835,Московская область,2022,807.74,13171218.0,7720842.600000001
1836,Орловская область,2022,43.57,522426.0,369901.2
1837,Рязанская область,2022,71.25,27095.0,619185.0
1838,Смоленская область,2022,44.35,129445.0,483299.8
1839,Тамбовская область,2022,40.37,944772.0,473768.7
1840,Тверская область,2022,69.14,250562.0,629399.0
1841,Тульская область,2022,127.58,3856452.0,1004283.2
1842,Ярославская область,2022,146.39,5632013.0,748305.6
1843,г. Москва,2022,736.55,45174045.0,28507429.1
1844,Республика Карелия,2022,112.18,312690.0,391410.5
1845,Республика Коми,2022,168.12,3531371.0,975700.7
1846,Ненецкий автономный округ,2022,0.0,300431.0,488014.4
1847,Архангельская область,2022,277.51,2898495.0,700172.7
1848,Вологодская область,2022,64.71,8397440.0,1024197.0
1849,Калининградская область,2022,88.12,195239.0,738007.6
1850,Ленинградская область,2022,290.52,4388312.0,1657842.6
1851,Мурманская область,2022,110.83,9748823.0,1148670.7
1852,Новгородская область,2022,22.24,1527110.0,380629.9
1853,Псковская область,2022,31.59,214895.0,257770.8
1854,г. Санкт-Петербург,2022,932.7,11413665.0,11166443.7
1855,Республика Адыгея (Адыгея),2022,24.09,0.0,197082.0
1856,Республика Калмыкия,2022,11.69,103615.0,118961.6
1857,Краснодарский край,2022,800.87,51457021.0,4304028.3
1858,Астраханская область,2022,35.11,806050.0,765239.3
1859,Волгоградская область,2022,85.92,4034147.0,1218846.2
1860,Ростовская область,2022,205.52,1796002.0,2325839.3
1861,Республика Дагестан,2022,70.99,0.0,913292.1
1862,Республика Ингушетия,2022,0.83,113700.0,82227.3
1863,Кабардино-Балкарская Республика,2022,29.42,44723.0,258862.6
1864,Карачаево-Черкесская Республика,2022,46.05,0.0,125877.0
1865,Республика Северная Осетия — Алания,2022,88.55,0.0,215976.6
1867,Ставропольский край,2022,116.41,2462479.0,1200027.1
1868,Республика Башкортостан,2022,166.78,27881793.0,2242646.9
1869,Республика Марий Эл,2022,30.75,167072.0,261992.8
1870,Республика Мордовия,2022,4.95,1746269.0,342626.3
1871,Республика Татарстан (Татарстан),2022,243.28,33024343.0,4179258.6
1872,Удмуртская Республика,2022,74.21,1901466.0,965723.7
1873,Чувашская Республика — Чувашия,2022,55.85,1177279.0,501506.5
1874,Пермский край,2022,134.62,26753339.0,2002818.8
1875,Кировская область,2022,105.09,2963806.0,554557.2
1876,Нижегородская область,2022,300.82,26140958.0,2287862.3
1877,Оренбургская область,2022,96.37,4192361.0,1571366.4
1878,Пензенская область,2022,95.8,277441.0,592885.5
1879,Самарская область,2022,350.38,31767985.0,2378451.0
1880,Саратовская область,2022,95.76,1745147.0,1193979.3
1881,Ульяновская область,2022,90.08,3486.0,588824.1
1882,Курганская область,2022,29.02,434899.0,339533.9
1883,Свердловская область,2022,495.36,31601086.0,3469555.3
1884,Ханты-Мансийский автономный округ — Югра,2022,70.18,11666952.0,6894316.5
1885,Ямало-Ненецкий автономный округ,2022,28.94,94477915.0,5350247.9
1886,Тюменская область,2022,89.66,2462814.0,1719984.4
1887,Челябинская область,2022,286.92,81416871.0,2299718.5
1888,Республика Алтай,2022,0.29,368555.0,91614.7
1889,Республика Тыва,2022,5.61,170230.0,107783.5
1890,Республика Хакасия,2022,30.69,278226.0,349156.3
1891,Алтайский край,2022,13.3,575528.0,944894.1
1892,Красноярский край,2022,299.25,251776921.0,3319026.2
1893,Иркутская область,2022,447.13,38369881.0,2356810.1
1894,Кемеровская область — Кузбасс,2022,203.81,41510571.0,2188751.4
1895,Новосибирская область,2022,77.2,5809748.0,1939378.0999999999
1896,Омская область,2022,121.19,30240080.0,947059.4
1897,Томская область,2022,163.46,3903431.0,809594.4
1898,Республика Бурятия,2022,26.28,1860495.0,447008.5
1899,Республика Саха (Якутия),2022,81.41,26297148.0,2025049.4
1900,Забайкальский край,2022,70.68,5497257.0,547235.6
1901,Камчатский край,2022,22.57,4567318.0,357183.5
1902,Приморский край,2022,243.51,15170819.0,1539350.3
1903,Хабаровский край,2022,161.78,24723717.0,1067881.5
1904,Амурская область,2022,62.76,3508357.0,603837.3
1905,Магаданская область,2022,13.52,5317233.0,315919.1
1906,Сахалинская область,2022,23.96,11642756.0,1530380.6
1907,Еврейская автономная область,2022,11.94,287078.0,80676.2
1908,Чукотский автономный округ,2022,2.89,9990.0,141042.1
1909,Белгородская область,2023,58.0,17411221.0,1341408.9
1910,Брянская область,2023,53.0,57045.0,627017.8
1911,Владимирская область,2023,90.0,62028.0,893416.3
1912,Воронежская область,2023,131.0,56096.0,1494401.9
1913,Ивановская область,2023,17.0,5950198.0,435227.7
1914,Калужская область,2023,73.0,6156387.0,792281.5
1915,Костромская область,2023,33.0,2035343.0,316018.2
1916,Курская область,2023,33.0,14146514.0,747687.1
1917,Липецкая область,2023,67.0,22768062.0,950272.5
1918,Московская область,2023,806.0,18215647.0,9244579.6
1919,Орловская область,2023,45.0,571579.0,398720.4
1920,Рязанская область,2023,72.0,3373944.0,692685.4
1921,Смоленская область,2023,49.0,494815.0,556552.9
1922,Тамбовская область,2023,41.0,1620072.0,522646.7
1923,Тверская область,2023,69.0,329112.0,750838.4
1924,Тульская область,2023,122.0,1233636.0,1149160.2
1925,Ярославская область,2023,143.0,9917079.0,849769.9
1926,г. Москва,2023,833.0,22791947.0,32339001.6
1927,Республика Карелия,2023,137.0,1237461.0,434291.1
1928,Республика Коми,2023,177.0,5959059.0,1049365.5
1929,Ненецкий автономный округ,2023,0.0,515966.0,501455.5
1930,Архангельская область,2023,247.0,2286387.0,761589.6
1931,Вологодская область,2023,60.0,10955581.0,1081822.9
1932,Калининградская область,2023,97.0,1424732.0,785205.9
1933,Ленинградская область,2023,278.0,9829591.0,1915187.7
1934,Мурманская область,2023,124.0,14399984.0,1127497.3
1935,Новгородская область,2023,21.0,1191355.0,408968.1
1936,Псковская область,2023,34.0,40306.0,288750.0
1937,г. Санкт-Петербург,2023,936.0,29053267.0,10908028.0
1938,Республика Адыгея (Адыгея),2023,23.0,0.0,223013.0
1939,Республика Калмыкия,2023,11.0,0.0,166710.2
1940,Краснодарский край,2023,34.0,40319495.0,4772036.0
1941,Астраханская область,2023,85.0,191976.0,777718.3
1942,Волгоградская область,2023,203.0,4817229.0,1384980.9
1943,Ростовская область,2023,97.0,4612588.0,2693193.0
1944,Республика Дагестан,2023,74.0,0.0,1034705.4
1945,Республика Ингушетия,2023,0.6,1219900.0,95319.7
1946,Кабардино-Балкарская Республика,2023,25.0,0.0,291100.4
1947,Карачаево-Черкесская Республика,2023,44.0,0.0,143310.6
1948,Республика Северная Осетия — Алания,2023,90.0,0.0,266555.8
